the_date,census_blockid,winner,loser,state,dma_name,block_metric,total_daily,contribution_pct,outlier_type,mover_ind,metric_type
2025-06-19,482939705001037,Vyve Broadband,AT&T,Texas,"Waco-Temple-Bryan, TX",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,484850128004001,Santa Rosa Communications,Verizon FWA,Texas,"Wichita Falls & Lawton, TX-OK",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,490111258052004,Beehive Telephone Company,Comcast,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,490490104061026,Spanish Fork City Broadband,Google Fiber,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,490532718002001,InfoWest,CenturyLink,Utah,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500019605001022,Green Mountain Access,Hughes,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500179597002028,Topsham Communications,Comcast,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500199517004080,Starlink,Comcast,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500219630001022,T-Mobile FWA,Spectrum,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500239549001019,Hughes,Comcast,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,500239554002001,Spectrum,TDS Telecom,Vermont,"Burlington-Plattsburgh, VT-NY-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,515400008003004,Ting Fiber,Cox Communications,Virginia,"Charlottesville, VA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,517100059024001,Metronet,Cox Communications,Virginia,"Norfolk-Portsmouth-Newport News, VA-NC",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,516900004002000,Windstream,Comcast,Virginia,"Roanoke-Lynchburg, VA-WV",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,510131016012003,Astound Broadband,Spectrum,Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,515102001063000,Gigstreem,Verizon,Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,530330095002018,Webpass,Comcast,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,530419717001041,Toledo Telephone Co,Comcast,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,530499504002081,NOANET,Spectrum,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,530670124122021,Consolidated,Comcast,Washington,"Seattle-Tacoma, WA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,540479542001083,GoNetspeed,Comcast,West Virginia,"Bluefield-Beckley-Oak Hill, WV-VA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,540990204002025,Windstream,Altice,West Virginia,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,540239696003003,Shentel,Comcast,West Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,540570102002000,Atlantic Broadband,Comcast,West Virginia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,550090102013008,Allo Communications,Spectrum,Wisconsin,"Green Bay-Appleton, WI-MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,560130002001025,Starlink,TCT West,Wyoming,"Casper-Riverton, WY",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,560250016031007,Mountain West Technologies Corporation,Spectrum,Wyoming,"Casper-Riverton, WY",2.0,2.0,1.0,geographic_concentration,True,win
2025-06-19,560459513003011,Range Telephone Cooperative,Spectrum,Wyoming,"Rapid City, SD-WY-MT",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,560239781002027,Silver Star Communications,Comcast,Wyoming,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,win
2025-06-19,170910101001010,Bertram Communications,Comcast,Illinois,"Chicago, IL-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170999641001081,MTCO Communications,Verizon,Illinois,"Chicago, IL-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171878705001000,MTC Communications,Frontier,Illinois,"Davenport-Rock Island-Moline, IA-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171659561001031,Zito Media,Comcast,Illinois,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171430038002136,Mid Century Communications,Frontier,Illinois,"Peoria-Bloomington, IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171790217024029,Telstar Cablevision,AT&T,Illinois,"Peoria-Bloomington, IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170010106004022,Adams NetWorks,Comcast,Illinois,"Quincy-Hannibal-Keokuk, IL-MO-IA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171179563002042,Royell Communications,Comcast,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171179568001000,Hughes,Verizon FWA,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171194028031017,Madison Telephone Company,Spectrum,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,181730307042009,Astound Broadband,Spectrum,Indiana,"Evansville, IN-KY-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180330207001010,Auburn Essential Services,AT&T,Indiana,"Ft. Wayne, IN-OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180330207001010,Metalink Technologies,City of Scottsburg,Indiana,"Ft. Wayne, IN-OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180179514001043,Fourway Computer Products,Comcast,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180632104003047,Windstream,Spectrum,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,181050010013000,WhiteSky Communications,Comcast,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,181399745004069,Watch Communications,Comcast,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180430708012012,Mainstream Fiber Networks,Spectrum,Indiana,"Louisville, KY-IN",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,180390012002021,Starlink,Verizon FWA,Indiana,"South Bend-Elkhart, IN-MI",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,180559554004041,Smithville Telephone Co.,Comcast,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180839551001012,TDS Telecom,Comcast,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,180839551003071,RTC Communications,Spectrum,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,190130025001022,Cedar Falls Utilities,Spectrum,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,191279501002076,Norvado,AT&T,Iowa,"Des Moines-Ames, IA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,191751901002073,Grand River Mutual Telephone Corporation,T-Mobile FWA,Iowa,"Des Moines-Ames, IA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,190219604002046,Evertek,Premier Communications,Iowa,"Sioux City, IA-NE-SD",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,191670702001056,Premier Communications,Spectrum,Iowa,"Sioux City, IA-NE-SD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,191199503003089,Bluepeak,Midcontinent,Iowa,"Sioux Falls, SD-MN-IA-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201211006013071,Altice,Google Fiber,Kansas,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201314802003002,Carson Communications,Verizon FWA,Kansas,"Topeka, KS",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,201390105002049,Mediacom,KwiKom Communications,Kansas,"Topeka, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201259506001000,Cable One,AT&T,Kansas,"Tulsa, OK-KS",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,200579616002172,United Telephone Association,AT&T,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,200719581002180,S & T Communications,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002021,Astound Broadband,Pavlov Media,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002021,Ben Lomand Rural Telephone Cooperative,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002021,Point Broadband,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002021,Sumo Fiber,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002021,ViaSat,Socket Internet,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002032,Atlantic Broadband,Altice,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002032,Orbitel Communications,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201550018002032,West Carolina Communications,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201599673001071,Mutual Telephone Company,Starlink,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,201730107002040,KanOkla Communications,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,211959317002000,Shentel,T-Mobile FWA,Kentucky,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210370533022009,CenturyLink,Spectrum,Kentucky,"Cincinnati, OH-KY-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210919602003130,Conexon Connect,Spectrum,Kentucky,"Evansville, IN-KY-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,211010207014000,Astound Broadband,T-Mobile FWA,Kentucky,"Evansville, IN-KY-IL",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,210959709001006,Harlan Community Television,AT&T,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210959710005054,ViaSat,Windstream,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210670026005001,WhiteSky Communications,Spectrum,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210730712002033,Frankfort Plant Board,Comcast,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,211759502002000,Mountain Telephone,Altice,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210879302002007,South Central Rural Telecommunications Cooperative (KY),North Central Communications,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,211110041001000,Pavlov Media,Spectrum,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,212139702001038,Connect2First,Altice,Kentucky,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,212199501001016,Hopkinsville Electric System,T-Mobile FWA,Kentucky,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,210350105004044,WK&T,Mediacom,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,211319203001090,TDS Telecom,Windstream,Kentucky,"Tri-Cities, TN-VA-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,220190009001023,Vexus Fiber,AT&T,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,220510205122005,Verizon FWA,T-Mobile FWA,Louisiana,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,230010302002000,Starlink,Spectrum,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,230010400001009,Comcast,GoNetspeed,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,230050031002010,Great Works Internet,Consolidated,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240119553021041,Bay Country Communications,Comcast,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240253028023005,Starlink,Verizon FWA,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240419603001001,Easton Utilities Commission,Atlantic Broadband,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240399305005004,Spectrum,Comcast,Maryland,"Salisbury, MD-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240479510003011,Mediacom,Comcast,Maryland,"Salisbury, MD-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240010020001000,Atlantic Broadband,Spectrum,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,240317006142000,Gigstreem,T-Mobile FWA,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,250214142004029,Hughes,Green Mountain Access,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010150021011016,Cable One,Comcast,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010199557011057,TDS Telecom,Starlink,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010439641003028,GoNetspeed,FlashFiber,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,011070500003018,Hughes,T-Mobile FWA,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010599730003075,Freedom Fiber,Brightspeed,Alabama,"Huntsville-Decatur, AL-TN",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,010799791001063,FlashFiber,Comcast,Alabama,"Huntsville-Decatur, AL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010030116014003,Point Broadband,Comcast,Alabama,"Mobile-Pensacola, AL-FL-MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,010359606003016,Frontier,Comcast,Alabama,"Mobile-Pensacola, AL-FL-MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,011290439001017,Millry Telephone Co.,Spectrum,Alabama,"Mobile-Pensacola, AL-FL-MS",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,021700010031015,MTA Solutions,Cox Communications,Alaska,"Anchorage, AK",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,040050010002004,Pavlov Media,Altice,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040131140001007,AT&T,Ritter Communications,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040133195004010,WhiteSky Communications,Comcast,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040179602001066,Cable One,Frontier,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040190046152014,Hughes,Starlink,Arizona,"Tucson, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040190046341039,Ting Fiber,CenturyLink,Arizona,"Tucson, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,040199408002101,Tohono O'Odham Utility Authority,Cox Communications,Arizona,"Tucson, AZ",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,050070206043016,Verizon FWA,Spectrum,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,050330204012002,Wave Rural Connect,Comcast,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR-OK",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,050097905022009,Starlink,Comcast,Arkansas,"Springfield, MO-AR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060290033052024,Zito Media,Spectrum,California,"Bakersfield, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060070033001000,Digital Path,Comcast,California,"Chico-Redding, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060890120004011,TDS Telecom,Starlink,California,"Chico-Redding, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060390001023000,Ponderosa Cablevision,Comcast,California,"Fresno-Visalia, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060372693001010,Verizon,Comcast,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060374308021001,Giggle Fiber,Comcast,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060590626282002,Google Fiber,Comcast,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060650424061000,White River Connect,Spectrum,California,"Los Angeles, CA-NV",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060610214011000,Gigstreem,Spectrum,California,"Sacramento-Stockton-Modesto, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060730097061003,WhiteSky Communications,AT&T,California,"San Diego, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060759809001018,MonkeyBrains,Comcast,California,"San Francisco-Oakland-San Jose, CA",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,060816107002011,Sail Telecom,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060855070022005,Hotwire Fision,Cox Communications,California,"San Francisco-Oakland-San Jose, CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,060250124001093,Metronet,Spectrum,California,"Yuma-El Centro, AZ-CA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,080410010001003,Verizon FWA,Comcast,Colorado,"Colorado Springs-Pueblo, CO",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,080050067082000,Ting Fiber,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,080310003016008,Great Plains Communications,Comcast,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,080690010095018,Fort Collins Connexion,Starlink,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,080690018044020,Loveland Pulse,CenturyLink,Colorado,"Denver, CO-WY-NE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,081230010041012,Allo Communications,Comcast,Colorado,"Denver, CO-WY-NE",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,080859665012014,Elevate Fiber,Spectrum,Colorado,"Grand Junction-Montrose, CO",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,090034736022002,AT&T,Comcast,Connecticut,"Hartford & New Haven, CT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,090118702002018,Hughes,Comcast,Connecticut,"Hartford & New Haven, CT",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,100030127001004,AT&T,Google Fiber,Delaware,"Philadelphia, PA-NJ-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,100030148081007,Starlink,Comcast,Delaware,"Philadelphia, PA-NJ-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,100030163012002,Hughes,Comcast,Delaware,"Philadelphia, PA-NJ-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,100050512011035,Mediacom,Verizon,Delaware,"Salisbury, MD-DE",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,110010022021001,Metronet,Spectrum,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,110010027023002,Astound Broadband,Cincinnati Bell,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,110010047021005,Verizon FWA,Comcast,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120710403032029,ViaSat,Holston Connect,Florida,"Ft. Myers-Naples, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,121090208023001,IQ Fiber,AT&T,Florida,"Jacksonville, FL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120860089062001,Pavlov Media,Comcast,Florida,"Miami-Ft. Lauderdale, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120860090102000,Starlink,Comcast,Florida,"Miami-Ft. Lauderdale, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120690308061021,Opticaltel,Spectrum,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120050006001015,Point Broadband,Mediacom,Florida,"Panama City, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,120990048132006,Hughes,T-Mobile FWA,Florida,"West Palm Beach-Ft. Pierce, FL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,130039602003027,Plant TiftNet,Conexon Connect,Georgia,"Albany, GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,131719703003000,Conexon Connect,T-Mobile FWA,Georgia,"Atlanta, GA-AL-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,130730305031004,West Carolina Communications,Verizon FWA,Georgia,"Augusta-Aiken, GA-SC",2.0,2.0,1.0,geographic_concentration,True,loss
2025-06-19,132950203013024,EPB Fiber,Verizon,Georgia,"Chattanooga, TN-GA-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,133130003012008,Dalton OptiLink,Spectrum,Georgia,"Chattanooga, TN-GA-NC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,132579703012031,Starlink,Windstream,Georgia,"Greenville-Spartanburg-Asheville-Anderson, SC-NC-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,131099702002069,Pembroke Advanced Comm,Pineland,Georgia,"Savannah, GA-SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,131790102042001,Brightspeed,Comcast,Georgia,"Savannah, GA-SC",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,132759608003004,ViaSat,AT&T,Georgia,"Tallahassee-Thomasville, FL-GA",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,150010208012008,Starlink,Cincinnati Bell,Hawaii,"Honolulu, HI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,150030024013002,T-Mobile FWA,Spectrum,Hawaii,"Honolulu, HI",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160050011022024,Google Fiber,Spectrum,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160199703003000,FyberCom,AT&T,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160199709003041,Sumo Fiber,Cable One,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160439701001364,Blackfoot Telephone Cooperative,Cable One,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160079501004041,Optix Media,Google Fiber,Idaho,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160419702002012,Verizon FWA,Spectrum,Idaho,"Salt Lake City, UT-WY-NV-ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160550014001027,Ziply Fiber,Comcast,Idaho,"Spokane, WA-ID-MT-OR",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,160679704001055,Project Mutual Telephone Cooperative Association,Altice,Idaho,"Twin Falls, ID",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170219590005057,Joink,Computer Techniques,Illinois,"Champaign & Springfield-Decatur, IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170499508002040,Wabash Independent Networks,Spectrum,Illinois,"Champaign & Springfield-Decatur, IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,171830105002019,Atlantic Broadband,Consolidated,Illinois,"Champaign & Springfield-Decatur, IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170310810002000,Webpass,Metronet,Illinois,"Chicago, IL-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170312808001003,Zentro,Comcast,Illinois,"Chicago, IL-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-06-19,170630007003037,Surf Internet,Spectrum,Illinois,"Chicago, IL-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,211499702003053,Conexon Connect,Hughes,Kentucky,"Evansville, IN-KY-IL",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,210959709001006,Harlan Community Television,Access Cable Television,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,210670026005001,WhiteSky Communications,Spectrum,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,210930009021000,Hughes,Spectrum,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,210039206002049,North Central Communications,Windstream,Kentucky,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,210350105004044,Murray Electric System,AT&T,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
2025-08-15,211579504001041,Mediacom,AT&T,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,loss
