the_date,winner,total_wins,win_share
2025-04-13,AT&T,1325.3333333333333,10.249800211389239
2025-04-13,Verizon FWA,856.3333333333334,6.622670207006781
2025-04-13,Frontier,559.3333333333334,4.325745662653709
2025-04-13,Verizon,459.6666666666667,3.554948312752959
2025-04-13,Cox Communications,448.3333333333333,3.4672991157742774
2025-04-13,Altice,330.6666666666667,2.5572942177309175
2025-04-13,CenturyLink,318.6666666666667,2.4644891856358435
2025-04-13,Starlink,253.0,1.9566394266711353
2025-04-13,Brightspeed,186.0,1.438477997473641
2025-04-13,Google Fiber,167.33333333333334,1.2941146142146378
2025-04-13,Windstream,157.0,1.2141991699105463
2025-04-13,Cable One,147.0,1.1368616431646517
2025-04-13,Mediacom,143.0,1.1059266324662937
2025-04-13,Astound Broadband,110.0,0.8507127942048414
2025-04-13,Consolidated,97.33333333333334,0.7527519269933749
2025-04-13,Metronet,92.0,0.711505246062231
2025-04-13,TDS Telecom,85.0,0.6573689773401047
2025-04-13,Midcontinent,81.0,0.6264339666417469
2025-04-13,Ziply Fiber,62.666666666666664,0.4846485009409399
2025-04-13,WOW!,58.0,0.4485576551261891
2025-04-13,Atlantic Broadband,55.0,0.4253563971024207
2025-04-13,Hughes,51.0,0.3944213864040628
2025-04-13,Hotwire Fision,49.0,0.3789538810548839
2025-04-13,Vyve Broadband,39.0,0.30161635430898925
2025-04-13,Armstrong,34.0,0.26294759093604186
2025-04-13,Cincinnati Bell,33.33333333333333,0.2577917558196489
2025-04-13,Lumos,33.0,0.25521383826145244
2025-04-13,Service Electric,32.0,0.24748008558686296
2025-04-13,Vexus Fiber,30.0,0.232012580237684
2025-04-13,Conexon Connect,29.0,0.22427882756309456
2025-04-13,Shentel,29.0,0.22427882756309456
2025-04-13,GoNetspeed,25.0,0.19334381686473667
2025-04-13,Horry,24.0,0.18561006419014722
2025-04-13,C Spire Fiber,24.0,0.18561006419014722
2025-04-13,Allo Communications,20.0,0.15467505349178934
2025-04-13,Ezee Fiber,19.0,0.1469413008171999
2025-04-13,Wyyerd Communications,19.0,0.1469413008171999
2025-04-13,Surf Internet,18.0,0.1392075481426104
2025-04-13,Sonic,18.0,0.1392075481426104
2025-04-13,Bluepeak,18.0,0.1392075481426104
2025-04-13,Buckeye,17.0,0.13147379546802093
2025-04-13,IdeaTek,15.0,0.116006290118842
2025-04-13,Rise Broadband,15.0,0.116006290118842
2025-04-13,i3 Broadband,15.0,0.116006290118842
2025-04-13,Point Broadband,12.0,0.09280503209507361
2025-04-13,Greenlight Networks (NY),8.0,0.06187002139671574
2025-04-13,Pavlov Media,5.0,0.038668763372947335
2025-04-14,Spectrum,1415.6666666666667,20.03207395877553
2025-04-14,Comcast,1326.3333333333333,18.767982642328185
2025-04-14,T-Mobile FWA,724.3333333333334,10.249516532239046
2025-04-14,AT&T,717.0,10.145747842082919
2025-04-14,Verizon FWA,449.0,6.353473892740908
2025-04-14,Frontier,284.6666666666667,4.028111881515023
2025-04-14,Cox Communications,264.0,3.7356728456204893
2025-04-14,Verizon,243.0,3.4385170510824956
2025-04-14,CenturyLink,203.0,2.87250601386727
2025-04-14,Altice,183.33333333333334,2.5942172539031176
2025-04-14,Starlink,111.0,1.5706806282722512
2025-04-14,Windstream,101.0,1.4291778689684447
2025-04-14,Brightspeed,94.0,1.3301259374557801
2025-04-14,Cable One,77.0,1.0895712466393093
2025-04-14,Google Fiber,70.0,0.9905193151266448
2025-04-14,Mediacom,65.0,0.9197679354747417
2025-04-14,Metronet,65.0,0.9197679354747417
2025-04-14,TDS Telecom,57.0,0.8065657280316965
2025-04-14,Consolidated,55.0,0.7782651761709353
2025-04-14,Astound Broadband,52.0,0.7358143483797933
2025-04-14,Armstrong,39.0,0.551860761284845
2025-04-14,Midcontinent,37.0,0.5235602094240837
2025-04-14,WOW!,35.0,0.4952596575633224
2025-04-14,Ziply Fiber,35.0,0.4952596575633224
2025-04-14,Atlantic Broadband,34.0,0.48110938163294176
2025-04-14,Service Electric,33.0,0.46695910570256116
2025-04-14,Hughes,32.0,0.4528088297721805
2025-04-14,Cincinnati Bell,27.666666666666668,0.39149096740719774
2025-04-14,Conexon Connect,22.0,0.3113060704683741
2025-04-14,Lumos,19.0,0.26885524267723215
2025-04-14,Vexus Fiber,18.0,0.25470496674685156
2025-04-14,Shentel,16.0,0.22640441488609025
2025-04-14,Hotwire Fision,15.0,0.2122541389557096
2025-04-14,Horry,14.0,0.19810386302532898
2025-04-14,Allo Communications,14.0,0.19810386302532898
2025-04-14,GoNetspeed,13.0,0.18395358709494833
2025-04-14,Vyve Broadband,12.0,0.16980331116456768
2025-04-14,Bluepeak,11.0,0.15565303523418705
2025-04-14,Surf Internet,11.0,0.15565303523418705
2025-04-14,Ezee Fiber,10.0,0.1415027593038064
2025-04-14,Point Broadband,10.0,0.1415027593038064
2025-04-14,Buckeye,9.0,0.12735248337342578
2025-04-14,Pavlov Media,8.0,0.11320220744304513
2025-04-14,Greenlight Networks (NY),7.0,0.09905193151266449
2025-04-14,i3 Broadband,6.0,0.08490165558228384
2025-04-14,Sonic,6.0,0.08490165558228384
2025-04-14,Rise Broadband,6.0,0.08490165558228384
2025-04-14,C Spire Fiber,4.0,0.056601103721522564
2025-04-14,IdeaTek,4.0,0.056601103721522564
2025-04-14,Wyyerd Communications,2.0,0.028300551860761282
2025-04-15,Spectrum,1573.6666666666667,18.636507184588666
2025-04-15,Comcast,1544.0,18.285172903837044
2025-04-15,T-Mobile FWA,898.6666666666666,10.642665403442285
2025-04-15,AT&T,869.6666666666667,10.29922627506711
2025-04-15,Verizon FWA,527.0,6.241117953576504
2025-04-15,Frontier,429.0,5.080530554239697
2025-04-15,Verizon,316.0,3.74230222643297
2025-04-15,Cox Communications,297.6666666666667,3.5251855360808464
2025-04-15,CenturyLink,231.33333333333334,2.7396178746249804
2025-04-15,Altice,222.66666666666669,2.6369808937312493
2025-04-15,Starlink,161.0,1.906679298910469
2025-04-15,Windstream,135.0,1.5987683562292752
2025-04-15,Brightspeed,126.0,1.4921837991473235
2025-04-15,Google Fiber,95.0,1.1250592136428232
2025-04-15,Cable One,90.0,1.065845570819517
2025-04-15,Metronet,79.0,0.9355755566082425
2025-04-15,Mediacom,71.0,0.8408337280909521
2025-04-15,Consolidated,62.333333333333336,0.738196747197221
2025-04-15,Astound Broadband,57.0,0.675035528185694
2025-04-15,TDS Telecom,55.0,0.6513500710563714
2025-04-15,Ziply Fiber,47.0,0.556608242539081
2025-04-15,Hughes,45.0,0.5329227854097585
2025-04-15,WOW!,42.0,0.4973945997157745
2025-04-15,Service Electric,42.0,0.4973945997157745
2025-04-15,Atlantic Broadband,41.0,0.4855518711511132
2025-04-15,Armstrong,35.0,0.4144954997631454
2025-04-15,Cincinnati Bell,28.0,0.33159639981051636
2025-04-15,Midcontinent,27.0,0.319753671245855
2025-04-15,Shentel,21.0,0.24869729985788724
2025-04-15,Hotwire Fision,21.0,0.24869729985788724
2025-04-15,Lumos,19.0,0.22501184272856467
2025-04-15,Conexon Connect,19.0,0.22501184272856467
2025-04-15,Allo Communications,18.0,0.21316911416390336
2025-04-15,GoNetspeed,18.0,0.21316911416390336
2025-04-15,Vexus Fiber,18.0,0.21316911416390336
2025-04-15,Bluepeak,17.0,0.20132638559924207
2025-04-15,Sonic,14.0,0.16579819990525818
2025-04-15,Surf Internet,13.0,0.15395547134059687
2025-04-15,Buckeye,13.0,0.15395547134059687
2025-04-15,Point Broadband,13.0,0.15395547134059687
2025-04-15,Vyve Broadband,12.0,0.14211274277593558
2025-04-15,Wyyerd Communications,11.0,0.13027001421127427
2025-04-15,Rise Broadband,11.0,0.13027001421127427
2025-04-15,Ezee Fiber,10.0,0.11842728564661298
2025-04-15,C Spire Fiber,10.0,0.11842728564661298
2025-04-15,Horry,9.0,0.10658455708195168
2025-04-15,i3 Broadband,8.0,0.09474182851729038
2025-04-15,Greenlight Networks (NY),8.0,0.09474182851729038
2025-04-15,IdeaTek,7.0,0.08289909995262909
2025-04-15,Pavlov Media,6.0,0.07105637138796779
2025-04-16,Comcast,1846.6666666666667,19.220094365806276
2025-04-16,Spectrum,1749.3333333333335,18.207049680821537
2025-04-16,AT&T,1074.0,11.178184845961699
2025-04-16,T-Mobile FWA,996.3333333333334,10.369830696641689
2025-04-16,Verizon FWA,638.0,6.64029975020816
2025-04-16,Frontier,460.0,4.787676935886761
2025-04-16,Verizon,372.6666666666667,3.8787121842908694
2025-04-16,Cox Communications,300.0,3.122398001665279
2025-04-16,Altice,293.3333333333333,3.0530113794060503
2025-04-16,CenturyLink,245.33333333333331,2.553427699139606
2025-04-16,Brightspeed,151.66666666666666,1.5785456563974465
2025-04-16,Windstream,147.0,1.5299750208159866
2025-04-16,Starlink,119.0,1.2385512073272273
2025-04-16,Google Fiber,105.66666666666667,1.0997779628087705
2025-04-16,Cable One,84.0,0.8742714404662781
2025-04-16,Metronet,82.0,0.8534554537885096
2025-04-16,Consolidated,81.0,0.8430474604496253
2025-04-16,Astound Broadband,77.0,0.8014154870940883
2025-04-16,Mediacom,76.0,0.791007493755204
2025-04-16,TDS Telecom,59.0,0.6140716069941715
2025-04-16,Atlantic Broadband,59.0,0.6140716069941715
2025-04-16,Ziply Fiber,48.0,0.4995836802664446
2025-04-16,Hughes,43.0,0.4475437135720233
2025-04-16,Midcontinent,39.0,0.40591174021648624
2025-04-16,WOW!,36.0,0.37468776019983346
2025-04-16,Cincinnati Bell,34.0,0.35387177352206495
2025-04-16,Armstrong,34.0,0.35387177352206495
2025-04-16,Hotwire Fision,32.0,0.33305578684429643
2025-04-16,Service Electric,28.0,0.29142381348875934
2025-04-16,Lumos,27.0,0.2810158201498751
2025-04-16,Vexus Fiber,26.0,0.2706078268109908
2025-04-16,Buckeye,21.0,0.21856786011656953
2025-04-16,Vyve Broadband,20.0,0.20815986677768525
2025-04-16,GoNetspeed,19.0,0.197751873438801
2025-04-16,Conexon Connect,18.0,0.18734388009991673
2025-04-16,Sonic,17.0,0.17693588676103247
2025-04-16,Allo Communications,16.0,0.16652789342214822
2025-04-16,Wyyerd Communications,15.0,0.15611990008326396
2025-04-16,Bluepeak,14.0,0.14571190674437967
2025-04-16,Surf Internet,12.0,0.12489592006661115
2025-04-16,Ezee Fiber,12.0,0.12489592006661115
2025-04-16,Horry,11.0,0.1144879267277269
2025-04-16,Shentel,11.0,0.1144879267277269
2025-04-16,Point Broadband,11.0,0.1144879267277269
2025-04-16,Rise Broadband,10.0,0.10407993338884262
2025-04-16,C Spire Fiber,9.0,0.09367194004995837
2025-04-16,i3 Broadband,9.0,0.09367194004995837
2025-04-16,Pavlov Media,9.0,0.09367194004995837
2025-04-16,IdeaTek,6.0,0.06244796003330558
2025-04-16,Greenlight Networks (NY),4.0,0.041631973355537054
2025-04-17,Spectrum,1713.6666666666667,18.008266778758586
2025-04-17,Comcast,1654.6666666666667,17.388258371864932
2025-04-17,T-Mobile FWA,1151.6666666666667,12.10242398766989
2025-04-17,AT&T,965.6666666666667,10.147821213394984
2025-04-17,Verizon FWA,777.6666666666666,8.17220120498809
2025-04-17,Frontier,421.6666666666667,4.431133529494185
2025-04-17,Verizon,360.0,3.7831021437578816
2025-04-17,Cox Communications,305.3333333333333,3.2086310774835365
2025-04-17,CenturyLink,245.0,2.5746111811685584
2025-04-17,Altice,228.66666666666666,2.4029704357573207
2025-04-17,Starlink,146.0,1.5342580916351407
2025-04-17,Brightspeed,131.0,1.3766288356452292
2025-04-17,Windstream,127.0,1.3345943673812526
2025-04-17,Google Fiber,108.0,1.1349306431273645
2025-04-17,Metronet,85.0,0.8932324506094997
2025-04-17,Cable One,84.0,0.8827238335435057
2025-04-17,Astound Broadband,80.0,0.8406893652795292
2025-04-17,Mediacom,77.0,0.8091635140815469
2025-04-17,TDS Telecom,72.0,0.7566204287515763
2025-04-17,Consolidated,67.0,0.7040773434216057
2025-04-17,Atlantic Broadband,54.0,0.5674653215636822
2025-04-17,Midcontinent,53.0,0.5569567044976881
2025-04-17,Ziply Fiber,46.0,0.4833963850357293
2025-04-17,Service Electric,44.0,0.46237915090374104
2025-04-17,WOW!,42.0,0.44136191677175285
2025-04-17,Cincinnati Bell,40.333333333333336,0.423847554995096
2025-04-17,Hughes,40.0,0.4203446826397646
2025-04-17,Conexon Connect,29.0,0.30474989491382937
2025-04-17,Hotwire Fision,28.0,0.2942412778478352
2025-04-17,Lumos,27.0,0.2837326607818411
2025-04-17,Armstrong,27.0,0.2837326607818411
2025-04-17,Bluepeak,23.0,0.24169819251786465
2025-04-17,Vexus Fiber,22.0,0.23118957545187052
2025-04-17,Shentel,21.0,0.22068095838587642
2025-04-17,GoNetspeed,20.0,0.2101723413198823
2025-04-17,Vyve Broadband,20.0,0.2101723413198823
2025-04-17,Allo Communications,19.0,0.19966372425388818
2025-04-17,Horry,17.0,0.17864649012189995
2025-04-17,C Spire Fiber,17.0,0.17864649012189995
2025-04-17,Point Broadband,15.0,0.15762925598991173
2025-04-17,Sonic,15.0,0.15762925598991173
2025-04-17,Rise Broadband,14.0,0.1471206389239176
2025-04-17,Buckeye,13.0,0.1366120218579235
2025-04-17,Ezee Fiber,11.0,0.11559478772593526
2025-04-17,i3 Broadband,11.0,0.11559478772593526
2025-04-17,Wyyerd Communications,10.666666666666668,0.11209191537060391
2025-04-17,Pavlov Media,10.0,0.10508617065994115
2025-04-17,IdeaTek,9.0,0.09457755359394704
2025-04-17,Surf Internet,9.0,0.09457755359394704
2025-04-17,Greenlight Networks (NY),8.0,0.08406893652795293
2025-04-18,Spectrum,1730.3333333333333,18.14400559245019
2025-04-18,Comcast,1610.3333333333335,16.885704299196085
2025-04-18,T-Mobile FWA,1175.0,12.320866829779796
2025-04-18,AT&T,968.0,10.150297098916461
2025-04-18,Verizon FWA,752.3333333333334,7.888850052429221
2025-04-18,Frontier,419.6666666666667,4.400559245019224
2025-04-18,Verizon,360.6666666666667,3.7818944425026215
2025-04-18,Cox Communications,316.3333333333333,3.3170220202726313
2025-04-18,Altice,255.0,2.673890248164977
2025-04-18,CenturyLink,250.0,2.6214610276127224
2025-04-18,Starlink,154.0,1.6148199930094371
2025-04-18,Brightspeed,152.0,1.5938483047885352
2025-04-18,Windstream,131.0,1.3736455784690667
2025-04-18,Cable One,108.0,1.1324711639286962
2025-04-18,Google Fiber,95.0,0.9961551904928345
2025-04-18,Mediacom,94.0,0.9856693463823837
2025-04-18,Metronet,94.0,0.9856693463823837
2025-04-18,Consolidated,73.0,0.765466620062915
2025-04-18,Astound Broadband,69.0,0.7235232436211114
2025-04-18,TDS Telecom,67.0,0.7025515554002096
2025-04-18,Midcontinent,59.0,0.6186648025166025
2025-04-18,Atlantic Broadband,53.0,0.5557497378538971
2025-04-18,Hughes,44.0,0.46137714085983916
2025-04-18,Ziply Fiber,41.0,0.4299196085284865
2025-04-18,Service Electric,35.0,0.36700454386578113
2025-04-18,WOW!,33.0,0.34603285564487934
2025-04-18,Armstrong,30.0,0.3145753233135267
2025-04-18,Cincinnati Bell,29.0,0.30408947920307583
2025-04-18,Hotwire Fision,26.0,0.27263194687172315
2025-04-18,Vexus Fiber,26.0,0.27263194687172315
2025-04-18,Lumos,24.0,0.25166025865082137
2025-04-18,Surf Internet,23.0,0.24117441454037047
2025-04-18,Vyve Broadband,20.0,0.2097168822090178
2025-04-18,Point Broadband,19.0,0.1992310380985669
2025-04-18,Conexon Connect,18.0,0.188745193988116
2025-04-18,C Spire Fiber,17.0,0.17825934987766512
2025-04-18,Allo Communications,16.0,0.16777350576721423
2025-04-18,Bluepeak,16.0,0.16777350576721423
2025-04-18,Shentel,15.0,0.15728766165676336
2025-04-18,IdeaTek,14.0,0.14680181754631247
2025-04-18,Wyyerd Communications,13.0,0.13631597343586158
2025-04-18,Rise Broadband,13.0,0.13631597343586158
2025-04-18,Horry,12.0,0.12583012932541068
2025-04-18,GoNetspeed,12.0,0.12583012932541068
2025-04-18,Ezee Fiber,11.0,0.11534428521495979
2025-04-18,Greenlight Networks (NY),10.0,0.1048584411045089
2025-04-18,i3 Broadband,9.0,0.094372596994058
2025-04-18,Buckeye,8.0,0.08388675288360711
2025-04-18,Pavlov Media,8.0,0.08388675288360711
2025-04-18,Sonic,8.0,0.08388675288360711
2025-04-19,Spectrum,3260.3333333333335,18.064790189125297
2025-04-19,Comcast,3115.6666666666665,17.263223995271865
2025-04-19,T-Mobile FWA,2057.0,11.39738475177305
2025-04-19,AT&T,1873.6666666666665,10.381575059101655
2025-04-19,Verizon FWA,1512.6666666666667,8.381353427895982
2025-04-19,Frontier,847.0,4.693040780141844
2025-04-19,Verizon,645.3333333333334,3.57565011820331
2025-04-19,Cox Communications,539.3333333333334,2.9883274231678487
2025-04-19,Altice,473.3333333333333,2.6226359338061465
2025-04-19,CenturyLink,428.0,2.37145390070922
2025-04-19,Starlink,310.0,1.7176418439716312
2025-04-19,Windstream,295.6666666666667,1.6382239952718676
2025-04-19,Brightspeed,289.0,1.6012854609929077
2025-04-19,Cable One,200.0,1.1081560283687943
2025-04-19,Mediacom,197.0,1.0915336879432624
2025-04-19,Metronet,172.66666666666666,0.956708037825059
2025-04-19,Google Fiber,170.66666666666666,0.945626477541371
2025-04-19,TDS Telecom,149.0,0.8255762411347518
2025-04-19,Astound Broadband,143.0,0.7923315602836879
2025-04-19,Consolidated,120.66666666666666,0.6685874704491725
2025-04-19,Atlantic Broadband,104.33333333333333,0.578088061465721
2025-04-19,Midcontinent,97.0,0.5374556737588653
2025-04-19,Ziply Fiber,86.66666666666667,0.4802009456264776
2025-04-19,Hughes,75.0,0.41555851063829785
2025-04-19,WOW!,71.66666666666667,0.39708924349881797
2025-04-19,Service Electric,68.0,0.37677304964539005
2025-04-19,Cincinnati Bell,62.333333333333336,0.3453752955082743
2025-04-19,Armstrong,62.0,0.34352836879432624
2025-04-19,Hotwire Fision,60.0,0.3324468085106383
2025-04-19,Vyve Broadband,48.0,0.26595744680851063
2025-04-19,Vexus Fiber,40.0,0.22163120567375885
2025-04-19,Bluepeak,39.0,0.2160904255319149
2025-04-19,Allo Communications,37.0,0.20500886524822695
2025-04-19,Shentel,37.0,0.20500886524822695
2025-04-19,Lumos,34.0,0.18838652482269502
2025-04-19,Conexon Connect,31.0,0.17176418439716312
2025-04-19,Point Broadband,30.0,0.16622340425531915
2025-04-19,Surf Internet,29.0,0.16068262411347517
2025-04-19,GoNetspeed,27.0,0.14960106382978725
2025-04-19,C Spire Fiber,27.0,0.14960106382978725
2025-04-19,i3 Broadband,26.666666666666668,0.14775413711583926
2025-04-19,Rise Broadband,25.0,0.1385195035460993
2025-04-19,Ezee Fiber,25.0,0.1385195035460993
2025-04-19,Buckeye,23.0,0.12743794326241134
2025-04-19,Horry,23.0,0.12743794326241134
2025-04-19,Sonic,17.333333333333332,0.09604018912529551
2025-04-19,Wyyerd Communications,13.0,0.07203014184397163
2025-04-19,Pavlov Media,10.0,0.05540780141843971
2025-04-19,Greenlight Networks (NY),10.0,0.05540780141843971
2025-04-19,IdeaTek,9.0,0.049867021276595744
2025-04-20,Spectrum,2523.6666666666665,18.663872796745963
2025-04-20,Comcast,2446.6666666666665,18.094416368790828
2025-04-20,T-Mobile FWA,1551.6666666666667,11.475409836065575
2025-04-20,AT&T,1399.6666666666667,10.35128805620609
2025-04-20,Verizon FWA,1153.6666666666667,8.531985701959819
2025-04-20,Frontier,618.6666666666666,4.575372858375447
2025-04-20,Cox Communications,465.0,3.438925181806977
2025-04-20,Verizon,452.0,3.342783187476889
2025-04-20,CenturyLink,330.3333333333333,2.4429927277209416
2025-04-20,Altice,308.33333333333337,2.2802908911623323
2025-04-20,Starlink,241.0,1.7823246641193147
2025-04-20,Windstream,217.0,1.6048317515099224
2025-04-20,Brightspeed,172.0,1.2720325403673118
2025-04-20,Google Fiber,163.0,1.2054726981387895
2025-04-20,Mediacom,125.0,0.9244422531739185
2025-04-20,Metronet,123.0,0.9096511771231357
2025-04-20,Cable One,117.0,0.8652779489707877
2025-04-20,TDS Telecom,101.0,0.7469493405645261
2025-04-20,Consolidated,98.0,0.724762726488352
2025-04-20,Astound Broadband,78.0,0.5768519659805251
2025-04-20,Ziply Fiber,69.0,0.510292123752003
2025-04-20,Atlantic Broadband,64.0,0.4733144336250462
2025-04-20,Midcontinent,61.0,0.4511278195488722
2025-04-20,WOW!,53.0,0.3919635153457414
2025-04-20,Cincinnati Bell,52.0,0.3845679773203501
2025-04-20,Hughes,46.0,0.34019474916800196
2025-04-20,Service Electric,41.0,0.30321705904104523
2025-04-20,Conexon Connect,35.0,0.25884383088869717
2025-04-20,Hotwire Fision,34.0,0.25144829286330583
2025-04-20,Lumos,33.0,0.24405275483791447
2025-04-20,Vexus Fiber,29.0,0.21447060273634908
2025-04-20,Armstrong,27.0,0.19967952668556638
2025-04-20,Vyve Broadband,24.0,0.17749291260939234
2025-04-20,Rise Broadband,23.0,0.17009737458400098
2025-04-20,Shentel,23.0,0.17009737458400098
2025-04-20,Ezee Fiber,22.0,0.16270183655860965
2025-04-20,C Spire Fiber,21.0,0.1553062985332183
2025-04-20,Surf Internet,21.0,0.1553062985332183
2025-04-20,Allo Communications,19.0,0.14051522248243561
2025-04-20,Horry,18.0,0.13311968445704425
2025-04-20,Buckeye,18.0,0.13311968445704425
2025-04-20,GoNetspeed,18.0,0.13311968445704425
2025-04-20,Bluepeak,15.0,0.11093307038087022
2025-04-20,Wyyerd Communications,14.0,0.10353753235547887
2025-04-20,Sonic,12.0,0.08874645630469617
2025-04-20,Point Broadband,11.0,0.08135091827930482
2025-04-20,IdeaTek,10.0,0.07395538025391347
2025-04-20,Greenlight Networks (NY),10.0,0.07395538025391347
2025-04-20,Pavlov Media,8.0,0.05916430420313078
2025-04-20,i3 Broadband,6.0,0.044373228152348086
2025-04-21,Spectrum,1438.3333333333333,20.119364013614955
2025-04-21,Comcast,1233.3333333333333,17.251830092786868
2025-04-21,T-Mobile FWA,832.3333333333334,11.642653984240221
2025-04-21,AT&T,737.0,10.309134144635614
2025-04-21,Verizon FWA,527.0,7.371660372080012
2025-04-21,Frontier,302.0,4.224367044341866
2025-04-21,Cox Communications,259.0,3.6228843194852427
2025-04-21,Verizon,255.66666666666666,3.5762577516668994
2025-04-21,Altice,181.0,2.531822632536019
2025-04-21,CenturyLink,180.33333333333334,2.5224973189723507
2025-04-21,Starlink,117.0,1.6365925304238356
2025-04-21,Windstream,98.0,1.370821093859281
2025-04-21,Brightspeed,88.0,1.2309413904042523
2025-04-21,Google Fiber,78.0,1.0910616869492236
2025-04-21,Metronet,77.0,1.0770737166037208
2025-04-21,Consolidated,60.0,0.839278220730172
2025-04-21,Cable One,58.0,0.8113022800391663
2025-04-21,Astound Broadband,56.0,0.7833263393481605
2025-04-21,Mediacom,55.0,0.7693383690026577
2025-04-21,TDS Telecom,49.0,0.6854105469296405
2025-04-21,Atlantic Broadband,40.0,0.5595188138201147
2025-04-21,Ziply Fiber,39.0,0.5455308434746118
2025-04-21,Midcontinent,28.0,0.39166316967408027
2025-04-21,Hughes,26.0,0.36368722898307454
2025-04-21,Cincinnati Bell,26.0,0.36368722898307454
2025-04-21,WOW!,25.0,0.3496992586375717
2025-04-21,Armstrong,22.0,0.3077353476010631
2025-04-21,Shentel,20.0,0.27975940691005735
2025-04-21,Service Electric,18.0,0.2517834662190516
2025-04-21,Hotwire Fision,17.0,0.23779549587354876
2025-04-21,Sonic,15.0,0.209819555182543
2025-04-21,Conexon Connect,15.0,0.209819555182543
2025-04-21,Vexus Fiber,15.0,0.209819555182543
2025-04-21,Point Broadband,15.0,0.209819555182543
2025-04-21,Horry,14.0,0.19583158483704013
2025-04-21,Lumos,14.0,0.19583158483704013
2025-04-21,GoNetspeed,13.0,0.18184361449153727
2025-04-21,Allo Communications,12.0,0.1678556441460344
2025-04-21,IdeaTek,11.0,0.15386767380053154
2025-04-21,Vyve Broadband,11.0,0.15386767380053154
2025-04-21,Wyyerd Communications,10.0,0.13987970345502868
2025-04-21,Rise Broadband,9.0,0.1258917331095258
2025-04-21,Bluepeak,8.0,0.11190376276402295
2025-04-21,Surf Internet,8.0,0.11190376276402295
2025-04-21,i3 Broadband,8.0,0.11190376276402295
2025-04-21,C Spire Fiber,7.0,0.09791579241852007
2025-04-21,Buckeye,6.0,0.0839278220730172
2025-04-21,Ezee Fiber,6.0,0.0839278220730172
2025-04-21,Greenlight Networks (NY),5.0,0.06993985172751434
2025-04-21,Pavlov Media,4.0,0.05595188138201147
2025-04-22,Spectrum,1488.0,17.28691476590636
2025-04-22,Comcast,1451.0,16.857065406807884
2025-04-22,T-Mobile FWA,1119.3333333333333,13.00391124191612
2025-04-22,AT&T,938.0,10.897262130658714
2025-04-22,Verizon FWA,686.6666666666666,7.97738450218797
2025-04-22,Frontier,393.6666666666667,4.573442280137861
2025-04-22,Verizon,327.6666666666667,3.8066839639081436
2025-04-22,Cox Communications,278.3333333333333,3.2335514851101723
2025-04-22,CenturyLink,218.66666666666666,2.540370987104519
2025-04-22,Altice,187.0,2.1724818959841996
2025-04-22,Windstream,132.0,1.5335166324594351
2025-04-22,Starlink,132.0,1.5335166324594351
2025-04-22,Brightspeed,121.33333333333333,1.4095960965031171
2025-04-22,Google Fiber,105.33333333333333,1.22371529256864
2025-04-22,Mediacom,78.0,0.9061689191805753
2025-04-22,TDS Telecom,77.0,0.8945513689346705
2025-04-22,Cable One,72.0,0.8364636177051464
2025-04-22,Astound Broadband,63.0,0.7319056654920032
2025-04-22,Metronet,63.0,0.7319056654920032
2025-04-22,Consolidated,58.0,0.6738179142624791
2025-04-22,Atlantic Broadband,52.0,0.6041126127870502
2025-04-22,Ziply Fiber,47.0,0.5460248615575262
2025-04-22,Hughes,41.0,0.4763195600820973
2025-04-22,Midcontinent,36.0,0.4182318088525732
2025-04-22,WOW!,33.0,0.3833791581148588
2025-04-22,Vexus Fiber,32.0,0.37176160786895396
2025-04-22,Service Electric,31.0,0.3601440576230492
2025-04-22,Hotwire Fision,28.0,0.32529140688533476
2025-04-22,Lumos,26.0,0.3020563063935251
2025-04-22,Vyve Broadband,23.0,0.26720365565581067
2025-04-22,Cincinnati Bell,21.666666666666668,0.25171358866127097
2025-04-22,Armstrong,20.0,0.23235100491809624
2025-04-22,Shentel,20.0,0.23235100491809624
2025-04-22,Allo Communications,20.0,0.23235100491809624
2025-04-22,GoNetspeed,17.0,0.1974983541803818
2025-04-22,Point Broadband,17.0,0.1974983541803818
2025-04-22,Bluepeak,15.0,0.17426325368857218
2025-04-22,Surf Internet,15.0,0.17426325368857218
2025-04-22,Ezee Fiber,15.0,0.17426325368857218
2025-04-22,C Spire Fiber,15.0,0.17426325368857218
2025-04-22,Wyyerd Communications,13.0,0.15102815319676255
2025-04-22,Buckeye,12.0,0.13941060295085775
2025-04-22,Horry,11.0,0.12779305270495292
2025-04-22,IdeaTek,11.0,0.12779305270495292
2025-04-22,Pavlov Media,11.0,0.12779305270495292
2025-04-22,Sonic,9.0,0.1045579522131433
2025-04-22,Rise Broadband,9.0,0.1045579522131433
2025-04-22,i3 Broadband,7.0,0.08132285172133369
2025-04-22,Conexon Connect,7.0,0.08132285172133369
2025-04-22,Greenlight Networks (NY),3.0,0.03485265073771444
2025-04-23,Spectrum,1722.3333333333333,18.366331354636905
2025-04-23,Comcast,1588.6666666666667,16.94095901610209
2025-04-23,T-Mobile FWA,1166.0,12.433796608964565
2025-04-23,AT&T,1040.3333333333333,11.09373333807273
2025-04-23,Verizon FWA,728.6666666666666,7.77023424448157
2025-04-23,Frontier,421.3333333333333,4.492944229197029
2025-04-23,Cox Communications,308.0,3.2843991042547906
2025-04-23,Verizon,305.3333333333333,3.2559627483737965
2025-04-23,Altice,241.33333333333334,2.5734902072299444
2025-04-23,CenturyLink,232.33333333333334,2.47751750613159
