the_date,winner,total_wins,win_share
2025-03-13,Metronet,59.0,0.8984315516978834
2025-03-13,Astound Broadband,58.0,0.8832038982792751
2025-03-13,Mediacom,57.0,0.8679762448606669
2025-03-13,TDS Telecom,48.0,0.7309273640931933
2025-03-13,Consolidated,47.0,0.715699710674585
2025-03-13,Hughes,35.0,0.5329678696512867
2025-03-13,Hotwire Fision,34.0,0.5177402162326785
2025-03-13,Midcontinent,34.0,0.5177402162326785
2025-03-13,Ziply Fiber,33.0,0.5025125628140703
2025-03-13,Atlantic Broadband,33.0,0.5025125628140703
2025-03-13,WOW!,29.0,0.4416019491396376
2025-03-13,Cincinnati Bell,26.666666666666668,0.4060707578295518
2025-03-13,Vyve Broadband,24.0,0.3654636820465966
2025-03-13,C Spire Fiber,22.0,0.33500837520938026
2025-03-13,Lumos,16.0,0.24364245469773108
2025-03-13,Service Electric,16.0,0.24364245469773108
2025-03-13,Shentel,16.0,0.24364245469773108
2025-03-13,Surf Internet,15.0,0.2284148012791229
2025-03-13,GoNetspeed,14.0,0.2131871478605147
2025-03-13,Armstrong,14.0,0.2131871478605147
2025-03-13,i3 Broadband,13.0,0.1979594944419065
2025-03-13,Wyyerd Communications,13.0,0.1979594944419065
2025-03-13,Conexon Connect,13.0,0.1979594944419065
2025-03-13,Vexus Fiber,12.0,0.1827318410232983
2025-03-13,Bluepeak,12.0,0.1827318410232983
2025-03-13,Point Broadband,11.0,0.16750418760469013
2025-03-13,Allo Communications,10.0,0.15227653418608192
2025-03-13,Ezee Fiber,9.0,0.13704888076747374
2025-03-13,Rise Broadband,8.0,0.12182122734886554
2025-03-13,Buckeye,5.0,0.07613826709304096
2025-03-13,IdeaTek,5.0,0.07613826709304096
2025-03-13,Sonic,4.0,0.06091061367443277
2025-03-13,Pavlov Media,4.0,0.06091061367443277
2025-03-13,Horry,3.0,0.04568296025582458
2025-03-13,Greenlight Networks (NY),3.0,0.04568296025582458
2025-03-14,Spectrum,1274.6666666666667,17.885038117955197
2025-03-14,Comcast,1171.6666666666667,16.439829755390303
2025-03-14,T-Mobile FWA,798.3333333333334,11.201534072307192
2025-03-14,AT&T,677.0,9.499087975305178
2025-03-14,Verizon FWA,542.0,7.604882839904589
2025-03-14,Frontier,320.6666666666667,4.4993218277910305
2025-03-14,Cox Communications,273.0,3.8305037182545254
2025-03-14,Verizon,240.0,3.3674757962677146
2025-03-14,CenturyLink,207.66666666666666,2.9138019737149805
2025-03-14,Altice,194.33333333333334,2.7267199850334416
2025-03-14,Starlink,135.0,1.8942051354005895
2025-03-14,Brightspeed,113.33333333333333,1.5901969037930874
2025-03-14,Windstream,110.0,1.5434264066227026
2025-03-14,Cable One,101.0,1.4171460642626632
2025-03-14,Google Fiber,99.0,1.3890837659604323
2025-03-14,Astound Broadband,74.0,1.0383050371825453
2025-03-14,Mediacom,74.0,1.0383050371825453
2025-03-14,Metronet,64.0,0.8979935456713906
2025-03-14,TDS Telecom,46.0,0.645432860951312
2025-03-14,Atlantic Broadband,43.0,0.6033394134979656
2025-03-14,WOW!,41.0,0.5752771151957347
2025-03-14,Hughes,41.0,0.5752771151957347
2025-03-14,Consolidated,39.0,0.5472148168935036
2025-03-14,Ziply Fiber,38.333333333333336,0.5378607174594267
2025-03-14,Hotwire Fision,34.0,0.4770590711379263
2025-03-14,Cincinnati Bell,33.0,0.46302792198681075
2025-03-14,Service Electric,33.0,0.46302792198681075
2025-03-14,Midcontinent,27.0,0.3788410270801179
2025-03-14,Shentel,21.0,0.29465413217342507
2025-03-14,Bluepeak,20.0,0.28062298302230954
2025-03-14,Horry,18.0,0.2525606847200786
2025-03-14,Vexus Fiber,18.0,0.2525606847200786
2025-03-14,Armstrong,17.0,0.23852953556896314
2025-03-14,Conexon Connect,17.0,0.23852953556896314
2025-03-14,Ezee Fiber,16.0,0.22449838641784764
2025-03-14,GoNetspeed,14.0,0.1964360881156167
2025-03-14,Rise Broadband,14.0,0.1964360881156167
2025-03-14,i3 Broadband,13.0,0.18240493896450122
2025-03-14,Lumos,13.0,0.18240493896450122
2025-03-14,Point Broadband,13.0,0.18240493896450122
2025-03-14,C Spire Fiber,13.0,0.18240493896450122
2025-03-14,Vyve Broadband,12.0,0.16837378981338574
2025-03-14,Allo Communications,12.0,0.16837378981338574
2025-03-14,Wyyerd Communications,12.0,0.16837378981338574
2025-03-14,Surf Internet,10.0,0.14031149151115477
2025-03-14,Buckeye,7.0,0.09821804405780835
2025-03-14,IdeaTek,7.0,0.09821804405780835
2025-03-14,Sonic,6.0,0.08418689490669287
2025-03-14,Greenlight Networks (NY),5.0,0.07015574575557738
2025-03-14,Pavlov Media,4.0,0.05612459660446191
2025-03-15,Spectrum,2339.6666666666665,18.70386654941775
2025-03-15,Comcast,2048.0,16.3722120073547
2025-03-15,T-Mobile FWA,1320.6666666666667,10.557731766461481
2025-03-15,AT&T,1223.6666666666667,9.782290084472512
2025-03-15,Verizon FWA,969.3333333333334,7.749087323793535
2025-03-15,Frontier,528.3333333333334,4.223625656194207
2025-03-15,Cox Communications,473.0,3.781277480214245
2025-03-15,Verizon,427.33333333333337,3.416206997628374
2025-03-15,Altice,357.0,2.8539451594851704
2025-03-15,CenturyLink,291.6666666666667,2.3316545420630477
2025-03-15,Starlink,235.0,1.8786473738907983
2025-03-15,Windstream,214.0,1.710768246862259
2025-03-15,Brightspeed,200.33333333333334,1.601513576891305
2025-03-15,Cable One,181.0,1.4469581901031254
2025-03-15,Google Fiber,141.0,1.127188424334479
2025-03-15,Mediacom,140.0,1.119194180190263
2025-03-15,Astound Broadband,117.0,0.9353265648732911
2025-03-15,Metronet,98.0,0.783435926133184
2025-03-15,TDS Telecom,95.0,0.7594531937005355
2025-03-15,Consolidated,82.0,0.6555280198257254
2025-03-15,WOW!,76.0,0.6075625549604284
2025-03-15,Atlantic Broadband,71.0,0.5675913342393476
2025-03-15,Hughes,69.0,0.5516028459509152
2025-03-15,Midcontinent,66.0,0.5276201135182668
2025-03-15,Ziply Fiber,61.333333333333336,0.4903136408452581
2025-03-15,Cincinnati Bell,57.333333333333336,0.4583366642683934
2025-03-15,Hotwire Fision,50.0,0.39971220721080813
2025-03-15,Armstrong,50.0,0.39971220721080813
2025-03-15,Service Electric,47.0,0.37572947477815966
2025-03-15,Bluepeak,39.0,0.31177552162443034
2025-03-15,C Spire Fiber,32.0,0.2558158126149172
2025-03-15,Lumos,30.333333333333336,0.24249207237455697
2025-03-15,Shentel,30.0,0.2398273243264849
2025-03-15,Vexus Fiber,30.0,0.2398273243264849
2025-03-15,Point Broadband,28.0,0.22383883603805257
2025-03-15,Conexon Connect,28.0,0.22383883603805257
2025-03-15,Wyyerd Communications,28.0,0.22383883603805257
2025-03-15,Vyve Broadband,28.0,0.22383883603805257
2025-03-15,Horry,26.0,0.20785034774962025
2025-03-15,Buckeye,24.0,0.19186185946118792
2025-03-15,Surf Internet,23.0,0.18386761531697177
2025-03-15,GoNetspeed,22.0,0.1758733711727556
2025-03-15,Ezee Fiber,20.0,0.15988488288432326
2025-03-15,i3 Broadband,18.0,0.14389639459589093
2025-03-15,Rise Broadband,15.0,0.11991366216324245
2025-03-15,Allo Communications,14.0,0.11191941801902629
2025-03-15,Pavlov Media,14.0,0.11191941801902629
2025-03-15,IdeaTek,11.0,0.0879366855863778
2025-03-15,Sonic,10.0,0.07994244144216163
2025-03-15,Greenlight Networks (NY),9.0,0.07194819729794547
2025-03-16,Spectrum,1838.3333333333333,18.857279627983313
2025-03-16,Comcast,1662.3333333333333,17.051904533953362
2025-03-16,T-Mobile FWA,1048.3333333333333,10.753607330917049
2025-03-16,AT&T,976.0,10.01162552143883
2025-03-16,Verizon FWA,747.6666666666666,7.669424878615879
2025-03-16,Frontier,407.66666666666663,4.181768446967107
2025-03-16,Cox Communications,385.3333333333333,3.952677289201942
2025-03-16,Verizon,379.3333333333333,3.891130410996375
2025-03-16,Altice,281.0,2.882445462627368
2025-03-16,CenturyLink,240.0,2.461875128222663
2025-03-16,Starlink,202.0,2.0720782329207412
2025-03-16,Windstream,150.0,1.5386719551391643
2025-03-16,Cable One,120.0,1.2309375641113316
2025-03-16,Google Fiber,119.0,1.2206797510770704
2025-03-16,Brightspeed,113.0,1.1591328728715038
2025-03-16,Mediacom,102.0,1.0462969294946318
2025-03-16,Metronet,100.0,1.0257813034261096
2025-03-16,Atlantic Broadband,61.0,0.6257265950899269
2025-03-16,TDS Telecom,60.0,0.6154687820556658
2025-03-16,Astound Broadband,60.0,0.6154687820556658
2025-03-16,WOW!,54.0,0.5539219038500992
2025-03-16,Consolidated,53.66666666666667,0.5505026328386788
2025-03-16,Cincinnati Bell,41.333333333333336,0.42398960541612535
2025-03-16,Hotwire Fision,39.666666666666664,0.40689325035902346
2025-03-16,Ziply Fiber,36.0,0.3692812692333995
2025-03-16,Hughes,35.0,0.3590234561991384
2025-03-16,Service Electric,35.0,0.3590234561991384
2025-03-16,Armstrong,31.0,0.317992204062094
2025-03-16,Conexon Connect,31.0,0.317992204062094
2025-03-16,Lumos,31.0,0.317992204062094
2025-03-16,Midcontinent,28.0,0.2872187649593107
2025-03-16,Shentel,23.0,0.2359296997880052
2025-03-16,Vyve Broadband,23.0,0.2359296997880052
2025-03-16,Bluepeak,22.0,0.2256718867537441
2025-03-16,GoNetspeed,20.0,0.20515626068522191
2025-03-16,Buckeye,20.0,0.20515626068522191
2025-03-16,Vexus Fiber,20.0,0.20515626068522191
2025-03-16,Ezee Fiber,18.0,0.18464063461669974
2025-03-16,Wyyerd Communications,18.0,0.18464063461669974
2025-03-16,Horry,17.0,0.17438282158243865
2025-03-16,Rise Broadband,16.0,0.16412500854817755
2025-03-16,Allo Communications,14.0,0.14360938247965535
2025-03-16,Surf Internet,12.0,0.12309375641113315
2025-03-16,Point Broadband,11.0,0.11283594337687206
2025-03-16,C Spire Fiber,9.0,0.09232031730834987
2025-03-16,Sonic,9.0,0.09232031730834987
2025-03-16,IdeaTek,8.0,0.08206250427408877
2025-03-16,Greenlight Networks (NY),7.0,0.07180469123982768
2025-03-16,Pavlov Media,7.0,0.07180469123982768
2025-03-16,i3 Broadband,6.0,0.06154687820556658
2025-03-17,Spectrum,1018.3333333333334,18.064096499526965
2025-03-17,Comcast,1013.6666666666666,17.98131504257332
2025-03-17,AT&T,602.3333333333334,10.684720908230844
2025-03-17,T-Mobile FWA,585.3333333333334,10.383159886471146
2025-03-17,Verizon FWA,387.0,6.864947965941344
2025-03-17,Frontier,248.0,4.3992431409649955
2025-03-17,Cox Communications,232.66666666666666,4.12724692526017
2025-03-17,Verizon,220.66666666666666,3.9143803216650896
2025-03-17,Altice,173.33333333333334,3.0747398297067177
2025-03-17,CenturyLink,136.66666666666666,2.424314096499527
2025-03-17,Starlink,102.0,1.8093661305581836
2025-03-17,Google Fiber,87.0,1.5432828760643331
2025-03-17,Windstream,85.0,1.5078051087984863
2025-03-17,Brightspeed,73.0,1.294938505203406
2025-03-17,Cable One,62.0,1.0998107852412489
2025-03-17,Mediacom,54.0,0.957899716177862
2025-03-17,Metronet,53.0,0.9401608325449385
2025-03-17,Consolidated,46.0,0.8159886471144749
2025-03-17,Astound Broadband,43.0,0.7627719962157049
2025-03-17,Atlantic Broadband,34.0,0.6031220435193946
2025-03-17,TDS Telecom,34.0,0.6031220435193946
2025-03-17,Ziply Fiber,28.0,0.49668874172185434
2025-03-17,Hughes,25.0,0.4434720908230842
2025-03-17,Service Electric,25.0,0.4434720908230842
2025-03-17,WOW!,21.0,0.37251655629139074
2025-03-17,Cincinnati Bell,17.333333333333332,0.3074739829706717
2025-03-17,Lumos,17.0,0.3015610217596973
2025-03-17,Hotwire Fision,17.0,0.3015610217596973
2025-03-17,Armstrong,17.0,0.3015610217596973
2025-03-17,Midcontinent,15.0,0.2660832544938505
2025-03-17,Shentel,14.0,0.24834437086092717
2025-03-17,Conexon Connect,14.0,0.24834437086092717
2025-03-17,Vyve Broadband,14.0,0.24834437086092717
2025-03-17,Bluepeak,11.0,0.19512771996215705
2025-03-17,Wyyerd Communications,10.0,0.1773888363292337
2025-03-17,Horry,10.0,0.1773888363292337
2025-03-17,Surf Internet,10.0,0.1773888363292337
2025-03-17,Vexus Fiber,10.0,0.1773888363292337
2025-03-17,i3 Broadband,9.0,0.15964995269631033
2025-03-17,Rise Broadband,8.0,0.14191106906338696
2025-03-17,Sonic,8.0,0.14191106906338696
2025-03-17,Ezee Fiber,7.0,0.12417218543046359
2025-03-17,Point Broadband,6.0,0.10643330179754021
2025-03-17,C Spire Fiber,6.0,0.10643330179754021
2025-03-17,Pavlov Media,5.0,0.08869441816461685
2025-03-17,Buckeye,5.0,0.08869441816461685
2025-03-17,Allo Communications,5.0,0.08869441816461685
2025-03-17,GoNetspeed,5.0,0.08869441816461685
2025-03-17,IdeaTek,4.0,0.07095553453169348
2025-03-17,Greenlight Networks (NY),3.0,0.053216650898770104
2025-03-18,Comcast,1148.3333333333333,17.75315640298892
2025-03-18,Spectrum,1142.0,17.65524349394486
2025-03-18,T-Mobile FWA,690.0,10.66735377480031
2025-03-18,AT&T,670.3333333333334,10.36330842566349
2025-03-18,Verizon FWA,438.0,6.771450657047153
2025-03-18,Frontier,293.6666666666667,4.54006699304303
2025-03-18,Cox Communications,256.6666666666667,3.9680494717856227
2025-03-18,Verizon,219.66666666666666,3.396031950528214
2025-03-18,Altice,197.33333333333334,3.0507601133728426
2025-03-18,CenturyLink,184.66666666666666,2.8549342952847203
2025-03-18,Windstream,112.0,1.7315124967791806
2025-03-18,Starlink,109.0,1.6851326977583099
2025-03-18,Google Fiber,89.33333333333333,1.3810873486214892
2025-03-18,Brightspeed,89.0,1.3759340376191704
2025-03-18,Cable One,86.0,1.3295542385982995
2025-03-18,Mediacom,74.0,1.1440350425148158
2025-03-18,Metronet,62.0,0.9585158464313321
2025-03-18,Consolidated,53.666666666666664,0.8296830713733573
2025-03-18,Astound Broadband,52.0,0.8039165163617624
2025-03-18,TDS Telecom,44.0,0.6802370523061068
2025-03-18,Hotwire Fision,35.0,0.541097655243494
2025-03-18,Atlantic Broadband,34.0,0.525637722236537
2025-03-18,Hughes,31.0,0.47925792321566607
2025-03-18,WOW!,29.0,0.4483380572017521
2025-03-18,Service Electric,28.0,0.43287812419479516
2025-03-18,Midcontinent,25.0,0.38649832517392424
2025-03-18,Ziply Fiber,25.0,0.38649832517392424
2025-03-18,Cincinnati Bell,23.666666666666668,0.36588508116464835
2025-03-18,Armstrong,21.0,0.3246585931460964
2025-03-18,Vyve Broadband,19.0,0.29373872713218246
2025-03-18,Vexus Fiber,19.0,0.29373872713218246
2025-03-18,Point Broadband,15.0,0.23189899510435455
2025-03-18,Shentel,14.0,0.21643906209739758
2025-03-18,Bluepeak,13.0,0.2009791290904406
2025-03-18,Lumos,12.0,0.18551919608348363
2025-03-18,C Spire Fiber,12.0,0.18551919608348363
2025-03-18,Allo Communications,11.0,0.1700592630765267
2025-03-18,Conexon Connect,11.0,0.1700592630765267
2025-03-18,Wyyerd Communications,11.0,0.1700592630765267
2025-03-18,i3 Broadband,10.0,0.15459933006956972
2025-03-18,Sonic,9.0,0.13913939706261275
2025-03-18,Horry,8.0,0.12367946405565576
2025-03-18,Greenlight Networks (NY),7.0,0.10821953104869879
2025-03-18,GoNetspeed,7.0,0.10821953104869879
2025-03-18,Ezee Fiber,6.0,0.09275959804174182
2025-03-18,Buckeye,6.0,0.09275959804174182
2025-03-18,Surf Internet,5.0,0.07729966503478486
2025-03-18,Rise Broadband,5.0,0.07729966503478486
2025-03-18,IdeaTek,3.0,0.04637979902087091
2025-03-18,Pavlov Media,2.0,0.03091986601391394
2025-03-19,Spectrum,1293.6666666666667,18.723465843303746
2025-03-19,Comcast,1092.0,15.804708606715554
2025-03-19,T-Mobile FWA,758.0,10.97066769587032
2025-03-19,AT&T,719.3333333333334,10.411038209185644
2025-03-19,Verizon FWA,497.3333333333333,7.197993052875337
2025-03-19,Frontier,357.6666666666667,5.17657275183327
2025-03-19,Cox Communications,259.3333333333333,3.7533770744886144
2025-03-19,CenturyLink,228.0,3.2998842145889618
2025-03-19,Verizon,216.33333333333334,3.1310304901582406
2025-03-19,Altice,173.0,2.503859513701274
2025-03-19,Starlink,111.0,1.6065225781551524
2025-03-19,Windstream,105.0,1.5196835198764955
2025-03-19,Cable One,100.0,1.447317637977615
2025-03-19,Brightspeed,96.33333333333333,1.3942493245851022
2025-03-19,Metronet,77.0,1.1144345812427634
2025-03-19,Mediacom,76.0,1.0999614048629873
2025-03-19,Google Fiber,68.66666666666667,0.9938247780779622
2025-03-19,Consolidated,59.0,0.8539174064067928
2025-03-19,TDS Telecom,57.0,0.8249710536472404
2025-03-19,Astound Broadband,48.0,0.6947124662292552
2025-03-19,Hotwire Fision,40.0,0.5789270551910459
2025-03-19,Atlantic Broadband,40.0,0.5789270551910459
2025-03-19,Cincinnati Bell,35.0,0.5065611732921652
2025-03-19,Hughes,33.0,0.4776148205326129
2025-03-19,Ziply Fiber,32.666666666666664,0.4727904284060208
2025-03-19,WOW!,32.0,0.46314164415283676
2025-03-19,Midcontinent,27.0,0.390775762253956
2025-03-19,Armstrong,22.0,0.3184098803550753
2025-03-19,Lumos,21.0,0.30393670397529915
2025-03-19,GoNetspeed,17.0,0.24604399845619454
2025-03-19,Conexon Connect,16.0,0.23157082207641838
2025-03-19,Vyve Broadband,16.0,0.23157082207641838
2025-03-19,Horry,16.0,0.23157082207641838
2025-03-19,Vexus Fiber,15.0,0.21709764569664222
2025-03-19,Allo Communications,14.0,0.2026244693168661
2025-03-19,Surf Internet,13.0,0.18815129293708993
2025-03-19,Service Electric,13.0,0.18815129293708993
2025-03-19,Point Broadband,12.0,0.1736781165573138
2025-03-19,Bluepeak,12.0,0.1736781165573138
2025-03-19,Ezee Fiber,12.0,0.1736781165573138
2025-03-19,Sonic,11.0,0.15920494017753764
2025-03-19,i3 Broadband,11.0,0.15920494017753764
2025-03-19,C Spire Fiber,10.0,0.14473176379776148
2025-03-19,Shentel,9.0,0.13025858741798535
2025-03-19,IdeaTek,9.0,0.13025858741798535
2025-03-19,Wyyerd Communications,8.0,0.11578541103820919
2025-03-19,Buckeye,6.0,0.0868390582786569
2025-03-19,Pavlov Media,5.0,0.07236588189888074
2025-03-19,Greenlight Networks (NY),5.0,0.07236588189888074
2025-03-19,Rise Broadband,4.0,0.057892705519104595
2025-03-20,Spectrum,1301.3333333333333,17.9156532513423
2025-03-20,Comcast,1260.0,17.34661098618696
2025-03-20,AT&T,781.0,10.752145381120647
2025-03-20,T-Mobile FWA,766.0,10.545638107475565
2025-03-20,Verizon FWA,530.6666666666666,7.305768436510486
2025-03-20,Frontier,345.6666666666667,4.758845394887799
2025-03-20,Cox Communications,277.0,3.813500986645863
2025-03-20,Verizon,235.33333333333334,3.239869670965078
2025-03-20,Altice,220.0,3.0287733467945483
2025-03-20,CenturyLink,184.0,2.53315589004635
2025-03-20,Windstream,122.0,1.6795924923133405
2025-03-20,Starlink,116.0,1.5969895828553073
2025-03-20,Cable One,108.0,1.4868523702445966
2025-03-20,Brightspeed,104.0,1.431783763939241
2025-03-20,Google Fiber,82.0,1.1289064292597863
2025-03-20,Metronet,74.0,1.0187692166490754
2025-03-20,Mediacom,66.0,0.9086320040383645
2025-03-20,TDS Telecom,63.0,0.8673305493093479
2025-03-20,Consolidated,61.0,0.8397962461566703
2025-03-20,Astound Broadband,58.0,0.7984947914276537
2025-03-20,Atlantic Broadband,38.0,0.5231517599008766
2025-03-20,WOW!,37.0,0.5093846083245377
2025-03-20,Hughes,33.0,0.45431600201918226
2025-03-20,Ziply Fiber,28.0,0.385480244137488
2025-03-20,Lumos,28.0,0.385480244137488
2025-03-20,Service Electric,27.0,0.37171309256114915
2025-03-20,Armstrong,26.0,0.35794594098481025
2025-03-20,Cincinnati Bell,25.666666666666668,0.353356890459364
2025-03-20,Midcontinent,25.0,0.3441787894084714
2025-03-20,Hotwire Fision,23.0,0.3166444862557937
2025-03-20,Vyve Broadband,19.0,0.2615758799504383
2025-03-20,Shentel,17.0,0.23404157679776055
2025-03-20,Horry,16.0,0.2202744252214217
2025-03-20,Point Broadband,15.0,0.20650727364508284
2025-03-20,Conexon Connect,14.0,0.192740122068744
2025-03-20,C Spire Fiber,14.0,0.192740122068744
2025-03-20,GoNetspeed,14.0,0.192740122068744
2025-03-20,Bluepeak,14.0,0.192740122068744
2025-03-20,Allo Communications,12.0,0.16520581891606628
2025-03-20,Wyyerd Communications,11.0,0.1514386673397274
2025-03-20,Vexus Fiber,11.0,0.1514386673397274
2025-03-20,Ezee Fiber,10.0,0.13767151576338857
2025-03-20,Rise Broadband,10.0,0.13767151576338857
2025-03-20,Pavlov Media,10.0,0.13767151576338857
2025-03-20,IdeaTek,7.0,0.096370061034372
2025-03-20,Buckeye,6.0,0.08260290945803314
2025-03-20,Greenlight Networks (NY),5.0,0.06883575788169428
2025-03-20,Surf Internet,5.0,0.06883575788169428
2025-03-20,Sonic,4.0,0.05506860630535543
2025-03-20,i3 Broadband,4.0,0.05506860630535543
2025-03-21,Spectrum,1353.3333333333333,18.933917828662032
2025-03-21,Comcast,1225.0,17.138460103530292
2025-03-21,T-Mobile FWA,832.0,11.640162290724247
2025-03-21,AT&T,695.3333333333333,9.728116401622907
2025-03-21,Verizon FWA,493.0,6.8973557804411705
2025-03-21,Frontier,353.6666666666667,4.948001678869562
2025-03-21,Cox Communications,244.33333333333334,3.418364967588491
2025-03-21,Verizon,231.66666666666666,3.241150958354708
2025-03-21,Altice,217.33333333333334,3.040619316327007
2025-03-21,CenturyLink,199.0,2.7841253555939005
2025-03-21,Starlink,114.0,1.5949260831040435
2025-03-21,Brightspeed,106.0,1.4830014456932334
2025-03-21,Windstream,92.0,1.2871333302243158
2025-03-21,Cable One,86.0,1.203189852166208
2025-03-21,Google Fiber,83.0,1.1612181131371544
2025-03-21,Mediacom,61.0,0.8534253602574268
2025-03-21,Consolidated,60.0,0.8394347805810755
2025-03-21,TDS Telecom,57.0,0.7974630415520217
2025-03-21,Astound Broadband,54.0,0.7554913025229679
2025-03-21,Ziply Fiber,45.0,0.6295760854358066
2025-03-21,Metronet,44.0,0.6155855057594554
2025-03-21,Atlantic Broadband,43.0,0.601594926083104
2025-03-21,Hughes,42.0,0.5876043464067529
2025-03-21,WOW!,38.0,0.5316420277013478
2025-03-21,Midcontinent,33.0,0.4616891293195915
2025-03-21,Hotwire Fision,33.0,0.4616891293195915
2025-03-21,Cincinnati Bell,28.666666666666668,0.40106328405540276
2025-03-21,Armstrong,25.0,0.34976449190878145
2025-03-21,Service Electric,24.0,0.3357739122324302
2025-03-21,Lumos,22.0,0.3077927528797277
2025-03-21,Bluepeak,20.0,0.27981159352702517
2025-03-21,C Spire Fiber,19.0,0.2658210138506739
2025-03-21,Horry,15.333333333333332,0.2145222217040526
2025-03-21,Conexon Connect,14.0,0.1958681154689176
2025-03-21,GoNetspeed,13.0,0.18187753579256635
2025-03-21,Surf Internet,13.0,0.18187753579256635
2025-03-21,Allo Communications,12.0,0.1678869561162151
2025-03-21,Vexus Fiber,12.0,0.1678869561162151
2025-03-21,Shentel,11.0,0.15389637643986384
2025-03-21,i3 Broadband,11.0,0.15389637643986384
2025-03-21,Buckeye,10.0,0.13990579676351259
2025-03-21,Point Broadband,10.0,0.13990579676351259
2025-03-21,Vyve Broadband,10.0,0.13990579676351259
2025-03-21,Sonic,8.0,0.11192463741081006
2025-03-21,Rise Broadband,8.0,0.11192463741081006
2025-03-21,Ezee Fiber,8.0,0.11192463741081006
2025-03-21,Wyyerd Communications,6.0,0.08394347805810755
2025-03-21,Greenlight Networks (NY),5.0,0.06995289838175629
2025-03-21,IdeaTek,4.0,0.05596231870540503
2025-03-21,Pavlov Media,3.0,0.041971739029053774
2025-03-22,Spectrum,2294.0,17.96679197994987
2025-03-22,Comcast,2203.6666666666665,17.25929406850459
2025-03-22,T-Mobile FWA,1418.6666666666667,11.11111111111111
2025-03-22,AT&T,1352.6666666666667,10.594193817878029
2025-03-22,Verizon FWA,922.3333333333334,7.223788638262322
2025-03-22,Frontier,580.6666666666666,4.54782790309106
2025-03-22,Cox Communications,441.3333333333333,3.456558061821219
2025-03-22,Verizon,427.0,3.3442982456140347
2025-03-22,Altice,348.0,2.7255639097744355
2025-03-22,CenturyLink,313.3333333333333,2.4540517961570587
2025-03-22,Starlink,222.0,1.738721804511278
2025-03-22,Windstream,214.0,1.676065162907268
2025-03-22,Brightspeed,189.0,1.4802631578947367
2025-03-22,Cable One,155.0,1.213972431077694
2025-03-22,Metronet,143.0,1.119987468671679
2025-03-22,Mediacom,127.0,0.994674185463659
2025-03-22,Google Fiber,125.33333333333333,0.9816207184628235
2025-03-22,TDS Telecom,108.33333333333333,0.8484753550543022
2025-03-22,Consolidated,107.33333333333333,0.840643274853801
2025-03-22,Astound Broadband,79.0,0.6187343358395989
2025-03-22,Hughes,75.0,0.5874060150375939
2025-03-22,Atlantic Broadband,70.0,0.5482456140350876
2025-03-22,WOW!,67.0,0.5247493734335839
2025-03-22,Hotwire Fision,59.0,0.4620927318295739
2025-03-22,Ziply Fiber,54.666666666666664,0.42815371762740173
2025-03-22,Armstrong,54.0,0.4229323308270676
2025-03-22,Midcontinent,51.0,0.39943609022556387
2025-03-22,Cincinnati Bell,47.333333333333336,0.370718462823726
2025-03-22,Shentel,41.0,0.32111528822055135
2025-03-22,C Spire Fiber,38.0,0.29761904761904756
2025-03-22,Service Electric,38.0,0.29761904761904756
2025-03-22,GoNetspeed,38.0,0.29761904761904756
2025-03-22,Vyve Broadband,32.0,0.2506265664160401
2025-03-22,Lumos,28.0,0.21929824561403505
2025-03-22,Vexus Fiber,28.0,0.21929824561403505
2025-03-22,Rise Broadband,26.0,0.20363408521303256
2025-03-22,Conexon Connect,26.0,0.20363408521303256
2025-03-22,Surf Internet,24.0,0.18796992481203004
2025-03-22,Wyyerd Communications,24.0,0.18796992481203004
2025-03-22,Allo Communications,21.0,0.1644736842105263
2025-03-22,Ezee Fiber,21.0,0.1644736842105263
2025-03-22,Buckeye,20.0,0.15664160401002505
2025-03-22,Bluepeak,18.0,0.14097744360902253
2025-03-22,i3 Broadband,17.0,0.1331453634085213
2025-03-22,Point Broadband,17.0,0.1331453634085213
2025-03-22,Horry,15.333333333333334,0.12009189640768587
2025-03-22,Sonic,15.0,0.11748120300751878
2025-03-22,Pavlov Media,11.0,0.08615288220551377
2025-03-22,Greenlight Networks (NY),11.0,0.08615288220551377
2025-03-22,IdeaTek,9.0,0.07048872180451127
2025-03-23,Spectrum,1873.6666666666667,18.282647584973166
2025-03-23,Comcast,1804.3333333333333,17.606114815417136
2025-03-23,T-Mobile FWA,1151.0,11.23109448690844
2025-03-23,AT&T,1086.6666666666667,10.603350138233859
2025-03-23,Verizon FWA,767.0,7.48414376321353
2025-03-23,Frontier,446.6666666666667,4.35843226540901
2025-03-23,Cox Communications,391.6666666666667,3.8217596357131245
2025-03-23,Verizon,372.6666666666667,3.6363636363636367
2025-03-23,Altice,288.0,2.8102130427711822
2025-03-23,CenturyLink,262.3333333333333,2.5597658155797687
2025-03-23,Starlink,193.0,1.8832330460237436
2025-03-23,Windstream,168.0,1.639290941616523
2025-03-23,Brightspeed,149.33333333333334,1.4571475036591315
2025-03-23,Google Fiber,119.0,1.1611644169783704
2025-03-23,Cable One,113.0,1.1026183119206374
2025-03-23,Mediacom,97.0,0.9464953651000162
2025-03-23,Metronet,96.0,0.9367376809237273
2025-03-23,Astound Broadband,76.0,0.7415839973979509
2025-03-23,Consolidated,68.0,0.6635225239876402
2025-03-23,Atlantic Broadband,63.0,0.6147341031061961
2025-03-23,TDS Telecom,60.0,0.5854610505773297
2025-03-23,WOW!,46.0,0.44885347210928606
