the_date,winner,loser,h2h_wins,h2h_share
2025-06-07,Altice,Comcast,102.33333333333333,99.99999999999999
2025-06-07,Comcast,Altice,97.0,100.0
2025-06-07,Spectrum,Verizon,97.0,100.0
2025-06-07,Spectrum,Altice,90.0,100.0
2025-06-07,Verizon FWA,Cox Communications,90.0,100.0
2025-06-07,T-Mobile FWA,Altice,84.0,100.0
2025-06-07,Spectrum,Windstream,83.0,100.0
2025-06-07,Spectrum,CenturyLink,76.0,100.0
2025-06-07,Spectrum,Brightspeed,75.0,100.0
2025-06-07,Starlink,Spectrum,74.0,100.0
2025-06-07,T-Mobile FWA,Verizon,73.0,100.0
2025-06-07,Windstream,Spectrum,72.0,100.0
2025-06-07,CenturyLink,Spectrum,68.0,100.0
2025-06-07,Verizon FWA,T-Mobile FWA,67.0,100.0
2025-06-07,Altice,Spectrum,67.0,100.0
2025-06-07,T-Mobile FWA,Verizon FWA,66.0,100.0
2025-06-07,AT&T,Altice,62.0,100.0
2025-06-07,Starlink,Comcast,62.0,100.0
2025-06-07,Verizon,Spectrum,60.0,100.0
2025-06-07,T-Mobile FWA,CenturyLink,58.0,100.0
2025-06-07,Verizon FWA,Frontier,56.0,100.0
2025-06-07,T-Mobile FWA,Frontier,56.0,100.0
2025-06-07,Verizon FWA,Altice,55.0,100.0
2025-06-07,CenturyLink,Cox Communications,55.0,100.0
2025-06-07,Google Fiber,Spectrum,55.0,100.0
2025-06-07,Cox Communications,AT&T,54.0,100.0
2025-06-07,Verizon,Altice,53.0,100.0
2025-06-07,Windstream,Comcast,50.0,100.0
2025-06-07,Spectrum,Starlink,48.0,100.0
2025-06-07,Comcast,Starlink,47.0,100.0
2025-06-07,Spectrum,Cable One,46.0,100.0
2025-06-07,Verizon,AT&T,46.0,100.0
2025-06-07,Cox Communications,CenturyLink,45.0,100.0
2025-06-07,Comcast,Cable One,45.0,100.0
2025-06-07,Comcast,Astound Broadband,45.0,100.0
2025-06-07,Brightspeed,Comcast,44.0,100.0
2025-06-07,Comcast,Atlantic Broadband,44.0,100.0
2025-06-07,Frontier,Altice,42.333333333333336,100.00000000000001
2025-06-07,Spectrum,Google Fiber,42.0,100.0
2025-06-07,Verizon FWA,CenturyLink,42.0,100.0
2025-06-07,Google Fiber,AT&T,38.0,100.0
2025-06-07,Cox Communications,T-Mobile FWA,37.0,100.0
2025-06-07,Spectrum,Cincinnati Bell,37.0,100.0
2025-06-07,Astound Broadband,Comcast,37.0,100.0
2025-06-07,Metronet,Comcast,36.0,100.0
2025-06-07,Altice,AT&T,36.0,100.0
2025-06-07,TDS Telecom,Spectrum,35.0,100.0
2025-06-07,Cable One,Comcast,35.0,100.0
2025-06-07,Comcast,Windstream,35.0,100.0
2025-06-07,Altice,Verizon,35.0,100.0
2025-06-07,Verizon FWA,Verizon,35.0,100.0
2025-06-07,Mediacom,Comcast,34.0,100.0
2025-06-07,Verizon,Cox Communications,34.0,100.0
2025-06-07,Consolidated,Spectrum,34.0,100.0
2025-06-07,Starlink,AT&T,33.0,100.0
2025-06-07,AT&T,Verizon FWA,33.0,100.0
2025-06-07,Verizon FWA,Windstream,33.0,100.0
2025-06-07,Spectrum,TDS Telecom,33.0,100.0
2025-06-07,Atlantic Broadband,Comcast,33.0,100.0
2025-06-07,T-Mobile FWA,Windstream,32.0,100.0
2025-06-07,Comcast,Mediacom,31.0,100.0
2025-06-07,Astound Broadband,Spectrum,29.0,100.0
2025-06-07,Mediacom,Spectrum,29.0,100.0
2025-06-07,Cox Communications,Verizon FWA,29.0,100.0
2025-06-07,Frontier,T-Mobile FWA,28.0,100.0
2025-06-07,T-Mobile FWA,Cable One,28.0,100.0
2025-06-07,Comcast,WOW!,28.0,100.0
2025-06-07,AT&T,Verizon,28.0,100.0
2025-06-07,Metronet,Spectrum,28.0,100.0
2025-06-07,Hughes,Spectrum,28.0,100.0
2025-06-07,Cable One,AT&T,27.0,100.0
2025-06-07,Google Fiber,Comcast,27.0,100.0
2025-06-07,Comcast,Brightspeed,27.0,100.0
2025-06-07,WOW!,Comcast,27.0,100.0
2025-06-07,Comcast,Hotwire Fision,27.0,100.0
2025-06-07,Starlink,CenturyLink,26.0,100.0
2025-06-07,T-Mobile FWA,Mediacom,26.0,100.0
2025-06-07,Spectrum,Hughes,26.0,100.0
2025-06-07,T-Mobile FWA,Astound Broadband,26.0,100.0
2025-06-07,T-Mobile FWA,Brightspeed,26.0,100.0
2025-06-07,Spectrum,Astound Broadband,26.0,100.0
2025-06-07,Altice,Cox Communications,25.0,100.0
2025-06-07,Comcast,TDS Telecom,25.0,100.0
2025-06-07,Cox Communications,Verizon,25.0,100.0
2025-06-07,Comcast,Metronet,25.0,100.0
2025-06-07,Spectrum,Metronet,25.0,100.0
2025-06-07,AT&T,Google Fiber,24.0,100.0
2025-06-07,Lumos,Spectrum,24.0,100.0
2025-06-07,AT&T,Frontier,24.0,100.0
2025-06-07,AT&T,CenturyLink,24.0,100.0
2025-06-07,Starlink,Cox Communications,24.0,100.0
2025-06-07,CenturyLink,AT&T,24.0,100.0
2025-06-07,Altice,T-Mobile FWA,24.0,100.0
2025-06-07,TDS Telecom,Comcast,23.0,100.0
2025-06-07,Altice,Frontier,23.0,100.0
2025-06-07,AT&T,Mediacom,23.0,100.0
2025-06-07,Frontier,Cox Communications,23.0,100.0
2025-06-07,Cable One,Cox Communications,23.0,100.0
2025-06-07,Verizon,T-Mobile FWA,23.0,100.0
2025-06-07,Frontier,Cable One,23.0,100.0
2025-06-07,CenturyLink,T-Mobile FWA,23.0,100.0
2025-06-07,Verizon FWA,Brightspeed,23.0,100.0
2025-06-07,AT&T,Cable One,22.0,100.0
2025-06-07,Comcast,Consolidated,21.0,100.0
2025-06-07,Ziply Fiber,Comcast,21.0,100.0
2025-06-07,Frontier,AT&T,21.0,100.0
2025-06-07,Comcast,Service Electric,21.0,100.0
2025-06-07,WOW!,Spectrum,21.0,100.0
2025-06-07,Mediacom,AT&T,21.0,100.0
2025-06-07,Spectrum,WOW!,20.0,100.0
2025-06-07,Metronet,Mediacom,20.0,100.0
2025-06-07,Comcast,Google Fiber,20.0,100.0
2025-06-07,Cable One,Spectrum,20.0,100.0
2025-06-07,Armstrong,Spectrum,20.0,100.0
2025-06-07,Atlantic Broadband,Spectrum,20.0,100.0
2025-06-07,Consolidated,Comcast,20.0,100.0
2025-06-07,AT&T,Windstream,19.0,100.0
2025-06-07,Spectrum,Hotwire Fision,19.0,100.0
2025-06-07,T-Mobile FWA,Hughes,19.0,100.0
2025-06-07,Spectrum,Atlantic Broadband,19.0,100.0
2025-06-07,Spectrum,Consolidated,19.0,100.0
2025-06-07,T-Mobile FWA,WOW!,19.0,100.0
2025-06-07,Comcast,Ziply Fiber,18.0,100.0
2025-06-07,Cable One,CenturyLink,18.0,100.0
2025-06-07,Verizon FWA,Cable One,18.0,100.0
2025-06-07,Hotwire Fision,Comcast,17.0,100.0
2025-06-07,Spectrum,Mediacom,17.0,100.0
2025-06-07,Armstrong,Comcast,17.0,100.0
2025-06-07,Windstream,AT&T,17.0,100.0
2025-06-07,Verizon FWA,Starlink,17.0,100.0
2025-06-07,Spectrum,Armstrong,17.0,100.0
2025-06-07,Brightspeed,AT&T,17.0,100.0
2025-06-07,Ezee Fiber,Comcast,17.0,100.0
2025-06-07,Starlink,Frontier,17.0,100.0
2025-06-07,Verizon,Verizon FWA,16.0,100.0
2025-06-07,Brightspeed,T-Mobile FWA,16.0,100.0
2025-06-07,Hughes,AT&T,16.0,100.0
2025-06-07,Cox Communications,Windstream,16.0,100.0
2025-06-07,Verizon FWA,Mediacom,16.0,100.0
2025-06-07,Hughes,Comcast,15.0,100.0
2025-06-07,Consolidated,Atlantic Broadband,15.0,100.0
2025-06-07,Starlink,T-Mobile FWA,15.0,100.0
2025-06-07,T-Mobile FWA,Google Fiber,15.0,100.0
2025-06-07,Verizon,Frontier,15.0,100.0
2025-06-07,Starlink,Windstream,15.0,100.0
2025-06-07,Verizon FWA,Hughes,15.0,100.0
2025-06-07,AT&T,Starlink,15.0,100.0
2025-06-07,T-Mobile FWA,Atlantic Broadband,15.0,100.0
2025-06-07,Sonic,Comcast,15.0,100.0
2025-06-07,Frontier,Verizon FWA,15.0,100.0
2025-06-07,Cable One,T-Mobile FWA,14.0,100.0
2025-06-07,Spectrum,Lumos,14.0,100.0
2025-06-07,Starlink,Verizon FWA,14.0,100.0
2025-06-07,Service Electric,Comcast,14.0,100.0
2025-06-07,CenturyLink,Cable One,14.0,100.0
2025-06-07,Cox Communications,Frontier,14.0,100.0
2025-06-07,GoNetspeed,Spectrum,14.0,100.0
2025-06-07,Shentel,Comcast,13.0,100.0
2025-06-07,Starlink,Hughes,13.0,100.0
2025-06-07,AT&T,Atlantic Broadband,13.0,100.0
2025-06-07,T-Mobile FWA,Service Electric,13.0,100.0
2025-06-07,Spectrum,Ziply Fiber,13.0,100.0
2025-06-07,Brightspeed,Altice,13.0,100.0
2025-06-07,Verizon FWA,Metronet,13.0,100.0
2025-06-07,Verizon FWA,Midcontinent,13.0,100.0
2025-06-07,Starlink,Brightspeed,12.0,100.0
2025-06-07,Windstream,Mediacom,12.0,100.0
2025-06-07,Ziply Fiber,Spectrum,12.0,100.0
2025-06-07,Comcast,Hughes,12.0,100.0
2025-06-07,Altice,Verizon FWA,12.0,100.0
2025-06-07,Windstream,T-Mobile FWA,12.0,100.0
2025-06-07,Astound Broadband,AT&T,12.0,100.0
2025-06-07,Pavlov Media,Comcast,12.0,100.0
2025-06-07,Service Electric,Spectrum,12.0,100.0
2025-06-07,Windstream,Cox Communications,12.0,100.0
2025-06-07,Comcast,Shentel,12.0,100.0
2025-06-07,T-Mobile FWA,Metronet,12.0,100.0
2025-06-07,Conexon Connect,Comcast,11.0,100.0
2025-06-07,Brightspeed,Mediacom,11.0,100.0
2025-06-07,Rise Broadband,Spectrum,11.0,100.0
2025-06-07,C Spire Fiber,Comcast,11.0,100.0
2025-06-07,Starlink,Cable One,11.0,100.0
2025-06-07,Verizon FWA,Atlantic Broadband,11.0,100.0
2025-06-07,Comcast,i3 Broadband,11.0,100.0
2025-06-07,AT&T,Astound Broadband,11.0,100.0
2025-06-07,Google Fiber,Cox Communications,11.0,100.0
2025-06-07,Shentel,Spectrum,10.0,100.0
2025-06-07,Spectrum,Horry,10.0,100.0
2025-06-07,i3 Broadband,Comcast,10.0,100.0
2025-06-07,Point Broadband,Spectrum,10.0,100.0
2025-06-07,Astound Broadband,T-Mobile FWA,10.0,100.0
2025-06-07,T-Mobile FWA,Starlink,10.0,100.0
2025-06-07,Vexus Fiber,Spectrum,10.0,100.0
2025-06-07,AT&T,Brightspeed,10.0,100.0
2025-06-07,T-Mobile FWA,Midcontinent,10.0,100.0
2025-06-07,Hotwire Fision,Spectrum,10.0,100.0
2025-06-07,Frontier,Mediacom,10.0,100.0
2025-06-07,Cox Communications,Mediacom,10.0,100.0
2025-06-08,Spectrum,Comcast,543.0,100.0
2025-06-08,AT&T,Comcast,491.33333333333337,100.0
2025-06-08,Spectrum,AT&T,480.0,100.0
2025-06-08,Comcast,AT&T,468.0,100.0
2025-06-08,T-Mobile FWA,Comcast,467.0,100.0
2025-06-08,Comcast,Spectrum,432.0,100.0
2025-06-08,AT&T,Spectrum,422.0,100.0
2025-06-08,T-Mobile FWA,Spectrum,418.0,100.0
2025-06-08,Frontier,Spectrum,270.0,100.0
2025-06-08,Verizon FWA,Spectrum,257.0,100.0
2025-06-08,Verizon FWA,Comcast,257.0,100.0
2025-06-08,Comcast,T-Mobile FWA,243.0,100.0
2025-06-08,Spectrum,T-Mobile FWA,236.0,100.0
2025-06-08,Spectrum,Frontier,193.0,100.0
2025-06-08,Verizon,Comcast,180.33333333333334,100.00000000000001
2025-06-08,T-Mobile FWA,AT&T,164.0,100.0
2025-06-08,Comcast,CenturyLink,156.0,100.0
2025-06-08,Spectrum,Cox Communications,154.0,100.0
2025-06-08,Comcast,Verizon,149.0,100.0
2025-06-08,Frontier,Comcast,137.0,100.0
2025-06-08,Comcast,Frontier,120.0,100.0
2025-06-08,Comcast,Cox Communications,110.0,100.0
2025-06-08,CenturyLink,Comcast,104.0,100.0
2025-06-08,T-Mobile FWA,Cox Communications,102.0,100.0
2025-06-08,Spectrum,Verizon FWA,98.0,100.0
2025-06-08,Cox Communications,Comcast,98.0,100.0
2025-06-08,Spectrum,Verizon,96.66666666666667,100.00000000000001
2025-06-08,Comcast,Altice,93.0,100.0
2025-06-08,Cox Communications,Spectrum,92.0,100.0
2025-06-08,AT&T,Cox Communications,91.0,100.0
2025-06-08,Verizon FWA,AT&T,91.0,100.0
2025-06-08,Comcast,Verizon FWA,85.0,100.0
2025-06-08,Spectrum,Brightspeed,79.0,100.0
2025-06-08,Verizon,Spectrum,79.0,100.0
2025-06-08,Spectrum,Windstream,79.0,100.0
2025-06-08,Spectrum,Altice,74.0,100.0
2025-06-08,Verizon FWA,Cox Communications,72.0,100.0
2025-06-08,Brightspeed,Spectrum,67.0,100.0
2025-06-08,T-Mobile FWA,Altice,66.0,100.0
2025-06-08,AT&T,T-Mobile FWA,61.0,100.0
2025-06-08,T-Mobile FWA,Verizon,59.0,100.0
2025-06-08,Cox Communications,CenturyLink,57.0,100.0
2025-06-08,Cox Communications,AT&T,53.0,100.0
2025-06-08,Altice,Spectrum,53.0,100.0
2025-06-08,Starlink,Spectrum,53.0,100.0
2025-06-08,T-Mobile FWA,Verizon FWA,52.0,100.0
2025-06-08,Starlink,Comcast,52.0,100.0
2025-06-08,Verizon FWA,T-Mobile FWA,52.0,100.0
2025-06-08,Verizon FWA,CenturyLink,51.0,100.0
2025-06-08,Spectrum,CenturyLink,51.0,100.0
2025-06-08,Windstream,Spectrum,50.0,100.0
2025-06-08,AT&T,Altice,49.0,100.0
2025-06-08,CenturyLink,Cox Communications,47.0,100.0
2025-06-08,Comcast,Windstream,47.0,100.0
2025-06-08,Altice,AT&T,43.0,100.0
2025-06-08,Cox Communications,T-Mobile FWA,41.0,100.0
2025-06-08,Verizon,Altice,40.0,100.0
2025-06-08,Consolidated,Comcast,39.0,100.0
2025-06-08,Windstream,Comcast,38.0,100.0
2025-06-08,Verizon,AT&T,38.0,100.0
2025-06-08,CenturyLink,Spectrum,37.0,100.0
2025-06-08,Altice,Verizon,36.0,100.0
2025-06-08,Google Fiber,Spectrum,35.0,100.0
2025-06-08,Altice,Comcast,35.0,100.0
2025-06-08,T-Mobile FWA,CenturyLink,35.0,100.0
2025-06-08,Comcast,Astound Broadband,35.0,100.0
2025-06-08,AT&T,Frontier,34.0,100.0
2025-06-08,Google Fiber,AT&T,34.0,100.0
2025-06-08,Spectrum,Google Fiber,34.0,100.0
2025-06-08,Metronet,Spectrum,33.0,100.0
2025-06-08,Spectrum,TDS Telecom,32.0,100.0
2025-06-08,Verizon FWA,Verizon,32.0,100.0
2025-06-08,T-Mobile FWA,Frontier,32.0,100.0
2025-06-08,Verizon FWA,Altice,31.0,100.0
2025-06-08,TDS Telecom,Spectrum,31.0,100.0
2025-06-08,Google Fiber,Comcast,31.0,100.0
2025-06-08,AT&T,Google Fiber,30.0,100.0
2025-06-08,Altice,Frontier,30.0,100.0
2025-06-08,AT&T,Verizon,30.0,100.0
2025-06-08,Comcast,Brightspeed,29.0,100.0
2025-06-08,Comcast,Starlink,29.0,100.0
2025-06-08,Spectrum,Cincinnati Bell,29.0,100.0
2025-06-08,Comcast,Atlantic Broadband,28.0,100.0
2025-06-08,Frontier,Altice,28.0,100.0
2025-06-08,Spectrum,Cable One,28.0,100.0
2025-06-08,WOW!,Comcast,28.0,100.0
2025-06-08,AT&T,CenturyLink,28.0,100.0
2025-06-08,Ziply Fiber,Comcast,27.0,100.0
2025-06-08,Spectrum,Astound Broadband,27.0,100.0
2025-06-08,Verizon FWA,Frontier,27.0,100.0
2025-06-08,Brightspeed,Comcast,27.0,100.0
2025-06-08,Comcast,Cable One,27.0,100.0
2025-06-08,Cable One,Comcast,26.0,100.0
2025-06-08,TDS Telecom,Comcast,26.0,100.0
2025-06-08,Spectrum,Starlink,26.0,100.0
2025-06-08,Comcast,Google Fiber,25.0,100.0
2025-06-08,Starlink,Frontier,25.0,100.0
2025-06-08,Astound Broadband,Comcast,25.0,100.0
2025-06-08,Spectrum,Metronet,24.0,100.0
2025-06-08,AT&T,Verizon FWA,24.0,100.0
2025-06-08,Frontier,AT&T,24.0,100.0
2025-06-08,CenturyLink,T-Mobile FWA,24.0,100.0
2025-06-08,Frontier,Cox Communications,23.0,100.0
2025-06-08,Verizon FWA,Cable One,23.0,100.0
2025-06-08,Verizon FWA,Windstream,23.0,100.0
2025-06-08,Spectrum,Hughes,23.0,100.0
2025-06-08,Frontier,T-Mobile FWA,23.0,100.0
2025-06-08,Spectrum,WOW!,23.0,100.0
2025-06-08,AT&T,Cable One,23.0,100.0
2025-06-08,Cable One,AT&T,22.0,100.0
2025-06-08,Verizon FWA,Brightspeed,22.0,100.0
2025-06-08,T-Mobile FWA,Mediacom,22.0,100.0
2025-06-08,Comcast,Ziply Fiber,22.0,100.0
2025-06-08,Comcast,Mediacom,22.0,100.0
2025-06-08,Verizon,Cox Communications,22.0,100.0
2025-06-08,Altice,T-Mobile FWA,21.0,100.0
2025-06-08,Astound Broadband,Spectrum,21.0,100.0
2025-06-08,Comcast,WOW!,21.0,100.0
2025-06-08,Atlantic Broadband,Comcast,21.0,100.0
2025-06-08,Mediacom,Comcast,20.0,100.0
2025-06-08,Cable One,Spectrum,20.0,100.0
2025-06-08,Starlink,AT&T,20.0,100.0
2025-06-08,Spectrum,Atlantic Broadband,20.0,100.0
2025-06-08,Starlink,T-Mobile FWA,20.0,100.0
2025-06-08,Hughes,Spectrum,20.0,100.0
2025-06-08,T-Mobile FWA,Windstream,19.0,100.0
2025-06-08,Comcast,TDS Telecom,19.0,100.0
2025-06-08,Consolidated,Spectrum,18.0,100.0
2025-06-08,Comcast,Consolidated,18.0,100.0
2025-06-08,Comcast,Service Electric,18.0,100.0
2025-06-08,Spectrum,Mediacom,18.0,100.0
2025-06-08,Altice,Cox Communications,18.0,100.0
2025-06-08,T-Mobile FWA,Astound Broadband,18.0,100.0
2025-06-08,WOW!,Spectrum,18.0,100.0
2025-06-08,T-Mobile FWA,Google Fiber,18.0,100.0
2025-06-08,Comcast,Hotwire Fision,18.0,100.0
2025-06-08,Metronet,Comcast,18.0,100.0
2025-06-08,Comcast,Metronet,18.0,100.0
2025-06-08,Cox Communications,Frontier,17.0,100.0
2025-06-08,Metronet,Mediacom,17.0,100.0
2025-06-08,Comcast,Hughes,16.0,100.0
2025-06-08,T-Mobile FWA,Cable One,16.0,100.0
2025-06-08,Verizon,T-Mobile FWA,16.0,100.0
2025-06-08,Windstream,AT&T,15.0,100.0
2025-06-08,Cox Communications,Verizon,15.0,100.0
2025-06-08,Cable One,CenturyLink,15.0,100.0
2025-06-08,Comcast,Shentel,15.0,100.0
2025-06-08,Starlink,Hughes,15.0,100.0
2025-06-08,Verizon FWA,Midcontinent,15.0,100.0
2025-06-08,Starlink,Cox Communications,15.0,100.0
2025-06-08,CenturyLink,AT&T,15.0,100.0
2025-06-08,Atlantic Broadband,Spectrum,14.0,100.0
2025-06-08,Hughes,Comcast,14.0,100.0
2025-06-08,AT&T,Windstream,14.0,100.0
2025-06-08,Wyyerd Communications,Cox Communications,14.0,100.0
2025-06-08,WOW!,AT&T,14.0,100.0
2025-06-08,T-Mobile FWA,WOW!,14.0,100.0
2025-06-08,Cox Communications,Altice,14.0,100.0
2025-06-08,Mediacom,Spectrum,14.0,100.0
2025-06-08,Hotwire Fision,Comcast,14.0,100.0
2025-06-08,AT&T,Astound Broadband,14.0,100.0
2025-06-08,Cox Communications,Windstream,14.0,100.0
2025-06-08,Hotwire Fision,AT&T,13.0,100.0
2025-06-08,Hotwire Fision,Spectrum,13.0,100.0
2025-06-08,Starlink,CenturyLink,13.0,100.0
2025-06-08,Lumos,Spectrum,13.0,100.0
2025-06-08,Cox Communications,Verizon FWA,13.0,100.0
2025-06-08,Frontier,Verizon FWA,13.0,100.0
2025-06-08,T-Mobile FWA,Starlink,13.0,100.0
2025-06-08,Verizon,Frontier,13.0,100.0
2025-06-08,Spectrum,Consolidated,13.0,100.0
2025-06-08,Cincinnati Bell,Spectrum,13.0,100.0
2025-06-08,Spectrum,Lumos,13.0,100.0
2025-06-08,Spectrum,Armstrong,12.0,100.0
2025-06-08,Ezee Fiber,Comcast,12.0,100.0
2025-06-08,Altice,Verizon FWA,12.0,100.0
2025-06-08,Brightspeed,T-Mobile FWA,12.0,100.0
2025-06-08,T-Mobile FWA,Brightspeed,11.0,100.0
2025-06-08,Service Electric,Comcast,11.0,100.0
2025-06-08,Armstrong,Comcast,11.0,100.0
2025-06-08,CenturyLink,Verizon FWA,11.0,100.0
2025-06-08,Metronet,AT&T,11.0,100.0
2025-06-08,Spectrum,Ziply Fiber,11.0,100.0
2025-06-08,Windstream,T-Mobile FWA,11.0,100.0
2025-06-08,Frontier,Mediacom,11.0,100.0
2025-06-08,AT&T,Metronet,11.0,100.0
2025-06-08,AT&T,Mediacom,11.0,100.0
2025-06-08,Metronet,Cox Communications,11.0,100.0
2025-06-08,Astound Broadband,AT&T,10.0,100.0
2025-06-08,Verizon FWA,Starlink,10.0,100.0
2025-06-08,Brightspeed,Mediacom,10.0,100.0
2025-06-08,AT&T,Starlink,10.0,100.0
2025-06-08,GoNetspeed,Spectrum,10.0,100.0
2025-06-08,AT&T,WOW!,10.0,100.0
2025-06-08,Starlink,Verizon FWA,10.0,100.0
2025-06-08,Spectrum,Vyve Broadband,10.0,100.0
2025-06-08,Google Fiber,Cox Communications,10.0,100.0
2025-06-08,Vyve Broadband,Spectrum,10.0,100.0
2025-06-08,Starlink,Altice,10.0,100.0
2025-06-08,Shentel,Comcast,10.0,100.0
2025-06-08,Hughes,T-Mobile FWA,10.0,100.0
2025-06-09,Spectrum,Comcast,351.0,100.0
2025-06-09,Comcast,Spectrum,345.0,100.0
2025-06-09,AT&T,Comcast,301.3333333333333,100.0
2025-06-09,Spectrum,AT&T,284.0,100.0
2025-06-09,T-Mobile FWA,Comcast,283.6666666666667,100.0
2025-06-09,Comcast,AT&T,267.0,100.0
2025-06-09,AT&T,Spectrum,245.0,100.0
2025-06-09,T-Mobile FWA,Spectrum,241.0,100.0
2025-06-09,Verizon FWA,Spectrum,181.0,100.0
2025-06-09,Spectrum,T-Mobile FWA,149.0,100.0
2025-06-09,Verizon FWA,Comcast,149.0,100.0
2025-06-09,Comcast,T-Mobile FWA,135.0,100.0
2025-06-09,Frontier,Spectrum,129.0,100.0
2025-06-09,T-Mobile FWA,AT&T,106.0,100.0
2025-06-09,Comcast,Verizon,101.66666666666667,100.00000000000001
2025-06-09,Spectrum,Frontier,98.0,100.0
2025-06-09,Verizon,Comcast,93.66666666666667,100.00000000000001
2025-06-09,Spectrum,Cox Communications,83.0,100.0
2025-06-09,CenturyLink,Comcast,81.0,100.0
2025-06-09,Comcast,CenturyLink,81.0,100.0
2025-06-09,Comcast,Frontier,79.0,100.0
2025-06-09,Comcast,Cox Communications,77.0,100.0
2025-06-09,Frontier,Comcast,73.0,100.0
2025-06-09,T-Mobile FWA,Cox Communications,59.0,100.0
2025-06-09,Verizon,Spectrum,58.0,100.0
2025-06-09,Verizon FWA,AT&T,58.0,100.0
2025-06-09,Comcast,Verizon FWA,57.0,100.0
2025-06-09,Spectrum,Verizon FWA,54.0,100.0
2025-06-09,AT&T,Cox Communications,53.0,100.0
2025-06-09,Cox Communications,Comcast,51.0,100.0
2025-06-09,Cox Communications,Spectrum,51.0,100.0
2025-06-09,Comcast,Altice,49.0,100.0
2025-06-09,Verizon FWA,Cox Communications,46.0,100.0
2025-06-09,AT&T,T-Mobile FWA,46.0,100.0
2025-06-09,Spectrum,Verizon,44.0,100.0
2025-06-09,T-Mobile FWA,Altice,41.0,100.0
2025-06-09,Spectrum,CenturyLink,41.0,100.0
2025-06-09,Cox Communications,AT&T,40.0,100.0
2025-06-09,Spectrum,Windstream,40.0,100.0
2025-06-09,Spectrum,Altice,40.0,100.0
2025-06-09,Brightspeed,Spectrum,40.0,100.0
2025-06-09,T-Mobile FWA,Verizon,39.0,100.0
2025-06-09,Altice,Comcast,38.333333333333336,100.0
2025-06-09,CenturyLink,Spectrum,36.0,100.0
2025-06-09,T-Mobile FWA,Frontier,36.0,100.0
2025-06-09,Spectrum,Brightspeed,36.0,100.0
2025-06-09,Altice,AT&T,34.0,100.0
2025-06-09,Consolidated,Comcast,34.0,100.0
2025-06-09,Google Fiber,Spectrum,33.0,100.0
2025-06-09,T-Mobile FWA,Verizon FWA,31.0,100.0
2025-06-09,Altice,Spectrum,31.0,100.0
2025-06-09,CenturyLink,Cox Communications,30.0,100.0
2025-06-09,Verizon FWA,T-Mobile FWA,30.0,100.0
2025-06-09,Starlink,Spectrum,28.0,100.0
2025-06-09,Cox Communications,T-Mobile FWA,27.0,100.0
2025-06-09,AT&T,Altice,27.0,100.0
2025-06-09,Google Fiber,AT&T,25.0,100.0
2025-06-09,Comcast,Astound Broadband,25.0,100.0
2025-06-09,AT&T,Frontier,25.0,100.0
2025-06-09,Windstream,Spectrum,24.0,100.0
2025-06-09,Spectrum,Cincinnati Bell,24.0,100.0
2025-06-09,Spectrum,Google Fiber,24.0,100.0
2025-06-09,Verizon FWA,Frontier,23.0,100.0
2025-06-09,Comcast,Windstream,23.0,100.0
2025-06-09,T-Mobile FWA,CenturyLink,23.0,100.0
2025-06-09,Cox Communications,CenturyLink,22.0,100.0
2025-06-09,Comcast,Starlink,22.0,100.0
2025-06-09,Frontier,Altice,22.0,100.0
2025-06-09,Verizon,Altice,21.666666666666668,100.00000000000001
2025-06-09,Comcast,Consolidated,20.0,100.0
2025-06-09,AT&T,Cable One,20.0,100.0
2025-06-09,Windstream,Comcast,19.0,100.0
2025-06-09,Spectrum,Starlink,19.0,100.0
2025-06-09,Spectrum,WOW!,19.0,100.0
2025-06-09,Frontier,AT&T,19.0,100.0
2025-06-09,Starlink,Comcast,19.0,100.0
2025-06-09,Spectrum,Cable One,19.0,100.0
2025-06-09,Spectrum,TDS Telecom,18.0,100.0
2025-06-09,TDS Telecom,Spectrum,18.0,100.0
2025-06-09,Verizon,AT&T,18.0,100.0
2025-06-09,Comcast,Cable One,18.0,100.0
2025-06-09,Altice,Verizon,18.0,100.0
2025-06-09,Cox Communications,Verizon FWA,18.0,100.0
2025-06-09,Astound Broadband,Spectrum,17.0,100.0
2025-06-09,Metronet,Comcast,17.0,100.0
2025-06-09,Verizon,Cox Communications,17.0,100.0
2025-06-09,Brightspeed,Comcast,17.0,100.0
2025-06-09,Altice,Frontier,16.0,100.0
2025-06-09,Metronet,Spectrum,16.0,100.0
2025-06-09,Spectrum,Hughes,16.0,100.0
2025-06-09,Comcast,Google Fiber,16.0,100.0
2025-06-09,Ziply Fiber,Comcast,15.0,100.0
2025-06-09,Comcast,Metronet,15.0,100.0
2025-06-09,Comcast,Atlantic Broadband,15.0,100.0
2025-06-09,Verizon FWA,Windstream,15.0,100.0
2025-06-09,Comcast,Service Electric,15.0,100.0
2025-06-09,Astound Broadband,Comcast,14.0,100.0
2025-06-09,T-Mobile FWA,Cable One,14.0,100.0
2025-06-09,Frontier,T-Mobile FWA,14.0,100.0
2025-06-09,Atlantic Broadband,Comcast,14.0,100.0
2025-06-09,AT&T,Astound Broadband,14.0,100.0
2025-06-09,Spectrum,Consolidated,14.0,100.0
2025-06-09,Spectrum,Astound Broadband,14.0,100.0
2025-06-09,Verizon,T-Mobile FWA,14.0,100.0
2025-06-09,T-Mobile FWA,Astound Broadband,13.0,100.0
2025-06-09,Comcast,Brightspeed,13.0,100.0
2025-06-09,Lumos,Spectrum,13.0,100.0
