the_date,winner,loser,h2h_wins,h2h_share
2025-03-30,Cox Communications,Verizon,15.0,100.0
2025-03-30,Spectrum,TDS Telecom,15.0,100.0
2025-03-30,Metronet,Comcast,15.0,100.0
2025-03-30,T-Mobile FWA,Astound Broadband,15.0,100.0
2025-03-30,T-Mobile FWA,Cable One,15.0,100.0
2025-03-30,Ziply Fiber,Spectrum,15.0,100.0
2025-03-30,Spectrum,Consolidated,15.0,100.0
2025-03-30,Brightspeed,Mediacom,15.0,100.0
2025-03-30,Verizon FWA,Cable One,14.0,100.0
2025-03-30,Comcast,Consolidated,14.0,100.0
2025-03-30,Astound Broadband,Spectrum,14.0,100.0
2025-03-30,AT&T,Starlink,14.0,100.0
2025-03-30,WOW!,Spectrum,14.0,100.0
2025-03-30,Starlink,Brightspeed,13.0,100.0
2025-03-30,Cincinnati Bell,Comcast,13.0,100.0
2025-03-30,Wyyerd Communications,Cox Communications,13.0,100.0
2025-03-30,Windstream,AT&T,13.0,100.0
2025-03-30,Midcontinent,Comcast,13.0,100.0
2025-03-30,Verizon,Hotwire Fision,13.0,100.0
2025-03-30,Atlantic Broadband,Spectrum,13.0,100.0
2025-03-30,CenturyLink,T-Mobile FWA,13.0,100.0
2025-03-30,Midcontinent,Spectrum,13.0,100.0
2025-03-30,Verizon,Verizon FWA,12.0,100.0
2025-03-30,Starlink,Frontier,12.0,100.0
2025-03-30,Frontier,Cable One,12.0,100.0
2025-03-30,CenturyLink,Verizon FWA,12.0,100.0
2025-03-30,AT&T,Google Fiber,12.0,100.0
2025-03-30,Mediacom,Cox Communications,12.0,100.0
2025-03-30,Spectrum,Armstrong,12.0,100.0
2025-03-30,Astound Broadband,AT&T,11.0,100.0
2025-03-30,Altice,Verizon FWA,11.0,100.0
2025-03-30,CenturyLink,Mediacom,11.0,100.0
2025-03-30,Frontier,Mediacom,11.0,100.0
2025-03-30,Starlink,AT&T,11.0,100.0
2025-03-30,CenturyLink,AT&T,11.0,100.0
2025-03-30,Metronet,Mediacom,11.0,100.0
2025-03-30,Cable One,CenturyLink,11.0,100.0
2025-03-30,GoNetspeed,Spectrum,11.0,100.0
2025-03-30,Verizon FWA,Midcontinent,11.0,100.0
2025-03-30,Armstrong,Comcast,11.0,100.0
2025-03-30,Surf Internet,Comcast,10.0,100.0
2025-03-30,Starlink,Windstream,10.0,100.0
2025-03-30,Altice,Windstream,10.0,100.0
2025-03-30,Frontier,Atlantic Broadband,10.0,100.0
2025-03-30,Frontier,Verizon FWA,10.0,100.0
2025-03-30,AT&T,Windstream,10.0,100.0
2025-03-30,Shentel,Comcast,10.0,100.0
2025-03-30,Brightspeed,Altice,10.0,100.0
2025-03-30,Windstream,Verizon FWA,10.0,100.0
2025-03-30,Service Electric,Spectrum,10.0,100.0
2025-03-30,Altice,Cox Communications,10.0,100.0
2025-03-31,Comcast,Spectrum,284.66666666666663,100.0
2025-03-31,Spectrum,Comcast,260.3333333333333,100.0
2025-03-31,Spectrum,AT&T,241.0,100.0
2025-03-31,AT&T,Spectrum,230.0,100.0
2025-03-31,T-Mobile FWA,Comcast,229.66666666666669,100.0
2025-03-31,AT&T,Comcast,210.0,100.0
2025-03-31,Comcast,AT&T,208.0,100.0
2025-03-31,T-Mobile FWA,Spectrum,202.33333333333334,100.00000000000001
2025-03-31,Verizon FWA,Spectrum,136.33333333333334,100.0
2025-03-31,Comcast,T-Mobile FWA,123.66666666666667,100.0
2025-03-31,Frontier,Spectrum,122.0,100.0
2025-03-31,Spectrum,T-Mobile FWA,118.0,100.0
2025-03-31,Verizon FWA,Comcast,115.0,100.0
2025-03-31,Verizon,Comcast,93.66666666666667,100.00000000000001
2025-03-31,Spectrum,Frontier,92.0,100.0
2025-03-31,Comcast,Verizon,88.33333333333333,99.99999999999999
2025-03-31,T-Mobile FWA,AT&T,78.0,100.0
2025-03-31,Frontier,Comcast,71.0,100.0
2025-03-31,CenturyLink,Comcast,68.0,100.0
2025-03-31,Spectrum,Verizon FWA,65.0,100.0
2025-03-31,Comcast,CenturyLink,64.0,100.0
2025-03-31,Cox Communications,Spectrum,61.0,100.0
2025-03-31,Comcast,Verizon FWA,57.0,100.0
2025-03-31,T-Mobile FWA,Cox Communications,56.333333333333336,100.0
2025-03-31,Spectrum,Cox Communications,53.0,100.0
2025-03-31,Comcast,Frontier,51.0,100.0
2025-03-31,AT&T,Cox Communications,50.0,100.0
2025-03-31,Spectrum,Altice,45.666666666666664,99.99999999999999
2025-03-31,Spectrum,Verizon,44.0,100.0
2025-03-31,Altice,Spectrum,42.0,100.0
2025-03-31,Cox Communications,Comcast,42.0,100.0
2025-03-31,Verizon FWA,AT&T,41.0,100.0
2025-03-31,Windstream,Spectrum,40.0,100.0
2025-03-31,Verizon,Spectrum,39.333333333333336,100.0
2025-03-31,Comcast,Altice,39.0,100.0
2025-03-31,Comcast,Cox Communications,37.333333333333336,100.0
2025-03-31,AT&T,T-Mobile FWA,35.0,100.0
2025-03-31,CenturyLink,Cox Communications,33.0,100.0
2025-03-31,Spectrum,CenturyLink,33.0,100.0
2025-03-31,Verizon FWA,Cox Communications,33.0,100.0
2025-03-31,Altice,Comcast,32.0,100.0
2025-03-31,Spectrum,Windstream,31.0,100.0
2025-03-31,Cox Communications,AT&T,31.0,100.0
2025-03-31,Google Fiber,Spectrum,29.0,100.0
2025-03-31,T-Mobile FWA,Verizon,29.0,100.0
2025-03-31,Brightspeed,Spectrum,28.0,100.0
2025-03-31,Brightspeed,Comcast,28.0,100.0
2025-03-31,Spectrum,Brightspeed,27.0,100.0
2025-03-31,Cox Communications,CenturyLink,27.0,100.0
2025-03-31,Verizon FWA,Frontier,27.0,100.0
2025-03-31,CenturyLink,Spectrum,26.0,100.0
2025-03-31,Comcast,Atlantic Broadband,26.0,100.0
2025-03-31,Verizon,Altice,25.666666666666664,100.0
2025-03-31,T-Mobile FWA,Altice,25.333333333333336,100.0
2025-03-31,Spectrum,Google Fiber,23.0,100.0
2025-03-31,Altice,AT&T,23.0,100.0
2025-03-31,Consolidated,Comcast,22.0,100.0
2025-03-31,Verizon FWA,CenturyLink,22.0,100.0
2025-03-31,Consolidated,Spectrum,21.0,100.0
2025-03-31,Altice,T-Mobile FWA,20.0,100.0
2025-03-31,T-Mobile FWA,Frontier,20.0,100.0
2025-03-31,Frontier,Altice,20.0,100.0
2025-03-31,AT&T,Frontier,19.0,100.0
2025-03-31,Comcast,Astound Broadband,19.0,100.0
2025-03-31,Verizon FWA,Altice,19.0,100.0
2025-03-31,Starlink,Spectrum,19.0,100.0
2025-03-31,Spectrum,Metronet,19.0,100.0
2025-03-31,Cox Communications,T-Mobile FWA,19.0,100.0
2025-03-31,AT&T,Verizon FWA,19.0,100.0
2025-03-31,Astound Broadband,Comcast,18.0,100.0
2025-03-31,Spectrum,Cable One,18.0,100.0
2025-03-31,Altice,Verizon,17.0,100.0
2025-03-31,Comcast,Starlink,17.0,100.0
2025-03-31,Spectrum,TDS Telecom,17.0,100.0
2025-03-31,Spectrum,Cincinnati Bell,16.0,100.0
2025-03-31,Metronet,Spectrum,16.0,100.0
2025-03-31,Verizon FWA,T-Mobile FWA,16.0,100.0
2025-03-31,Altice,Frontier,15.0,100.0
2025-03-31,T-Mobile FWA,CenturyLink,15.0,100.0
2025-03-31,Verizon FWA,Windstream,15.0,100.0
2025-03-31,Starlink,Comcast,15.0,100.0
2025-03-31,AT&T,CenturyLink,15.0,100.0
2025-03-31,Cox Communications,Verizon,15.0,100.0
2025-03-31,Verizon,AT&T,14.0,100.0
2025-03-31,Atlantic Broadband,Spectrum,14.0,100.0
2025-03-31,Service Electric,Comcast,14.0,100.0
2025-03-31,Armstrong,Spectrum,14.0,100.0
2025-03-31,CenturyLink,AT&T,14.0,100.0
2025-03-31,Windstream,Comcast,14.0,100.0
2025-03-31,CenturyLink,T-Mobile FWA,13.0,100.0
2025-03-31,Comcast,Consolidated,13.0,100.0
2025-03-31,Mediacom,Comcast,13.0,100.0
2025-03-31,Verizon FWA,Verizon,13.0,100.0
2025-03-31,Comcast,Windstream,13.0,100.0
2025-03-31,Verizon,Cox Communications,13.0,100.0
2025-03-31,Spectrum,Starlink,13.0,100.0
2025-03-31,Spectrum,Atlantic Broadband,13.0,100.0
2025-03-31,Cincinnati Bell,Spectrum,13.0,100.0
2025-03-31,Comcast,Cable One,12.0,100.0
2025-03-31,AT&T,Verizon,12.0,100.0
2025-03-31,Comcast,Ziply Fiber,12.0,100.0
2025-03-31,AT&T,Altice,12.0,100.0
2025-03-31,Comcast,Hotwire Fision,12.0,100.0
2025-03-31,Google Fiber,AT&T,12.0,100.0
2025-03-31,Google Fiber,Comcast,12.0,100.0
2025-03-31,Comcast,Mediacom,11.0,100.0
2025-03-31,Frontier,AT&T,11.0,100.0
2025-03-31,Hotwire Fision,Comcast,11.0,100.0
2025-03-31,T-Mobile FWA,Mediacom,11.0,100.0
2025-03-31,AT&T,Cable One,11.0,100.0
2025-03-31,Mediacom,Spectrum,11.0,100.0
2025-03-31,Atlantic Broadband,Comcast,11.0,100.0
2025-03-31,Astound Broadband,Spectrum,11.0,100.0
2025-03-31,Metronet,Comcast,11.0,100.0
2025-03-31,Verizon FWA,Cable One,11.0,100.0
2025-03-31,Spectrum,WOW!,11.0,100.0
2025-03-31,TDS Telecom,Spectrum,11.0,100.0
2025-03-31,Cox Communications,Verizon FWA,10.0,100.0
2025-03-31,WOW!,Spectrum,10.0,100.0
2025-03-31,T-Mobile FWA,Verizon FWA,10.0,100.0
2025-03-31,Comcast,WOW!,10.0,100.0
2025-03-31,Comcast,TDS Telecom,10.0,100.0
2025-03-31,T-Mobile FWA,Cable One,10.0,100.0
2025-03-31,Verizon FWA,Midcontinent,10.0,100.0
2025-03-31,T-Mobile FWA,Google Fiber,10.0,100.0
2025-03-31,Comcast,Brightspeed,10.0,100.0
2025-03-31,Spectrum,Consolidated,10.0,100.0
2025-03-31,Ziply Fiber,Comcast,10.0,100.0
2025-03-31,AT&T,Windstream,10.0,100.0
2025-03-31,Cable One,Comcast,10.0,100.0
2025-03-31,AT&T,Starlink,10.0,100.0
2025-03-31,Verizon FWA,Mediacom,10.0,100.0
2025-03-31,Frontier,Cox Communications,10.0,100.0
2025-04-01,Spectrum,Comcast,322.66666666666663,100.0
2025-04-01,T-Mobile FWA,Comcast,301.66666666666663,100.0
2025-04-01,Comcast,Spectrum,291.6666666666667,100.0
2025-04-01,T-Mobile FWA,Spectrum,266.66666666666663,100.0
2025-04-01,AT&T,Comcast,266.3333333333333,100.0
2025-04-01,AT&T,Spectrum,259.66666666666663,100.0
2025-04-01,Spectrum,AT&T,243.66666666666666,100.0
2025-04-01,Comcast,AT&T,222.99999999999997,100.0
2025-04-01,Verizon FWA,Comcast,151.66666666666669,100.0
2025-04-01,Verizon FWA,Spectrum,146.0,100.0
2025-04-01,Comcast,T-Mobile FWA,133.66666666666669,100.0
2025-04-01,Frontier,Spectrum,124.66666666666666,100.0
2025-04-01,Spectrum,T-Mobile FWA,121.33333333333333,100.0
2025-04-01,T-Mobile FWA,AT&T,108.0,100.0
2025-04-01,Verizon,Comcast,101.66666666666667,100.00000000000001
2025-04-01,Spectrum,Frontier,99.66666666666667,100.00000000000001
2025-04-01,Comcast,Verizon,83.33333333333333,99.99999999999999
2025-04-01,Spectrum,Verizon FWA,77.0,100.0
2025-04-01,CenturyLink,Comcast,76.33333333333333,100.0
2025-04-01,Spectrum,Cox Communications,76.0,100.0
2025-04-01,Comcast,CenturyLink,74.66666666666667,100.0
2025-04-01,Frontier,Comcast,72.0,100.0
2025-04-01,Comcast,Verizon FWA,67.0,100.0
2025-04-01,Comcast,Cox Communications,62.0,100.0
2025-04-01,Comcast,Frontier,56.0,100.0
2025-04-01,Verizon,Spectrum,55.66666666666667,100.0
2025-04-01,T-Mobile FWA,Cox Communications,55.0,100.0
2025-04-01,Cox Communications,Comcast,54.0,100.0
2025-04-01,Cox Communications,Spectrum,54.0,100.0
2025-04-01,AT&T,Cox Communications,53.0,100.0
2025-04-01,Brightspeed,Spectrum,50.0,100.0
2025-04-01,Spectrum,Verizon,48.0,100.0
2025-04-01,Windstream,Spectrum,47.0,100.0
2025-04-01,Spectrum,CenturyLink,46.0,100.0
2025-04-01,Verizon FWA,AT&T,46.0,100.0
2025-04-01,AT&T,T-Mobile FWA,44.0,100.0
2025-04-01,Verizon FWA,Cox Communications,43.0,100.0
2025-04-01,Comcast,Altice,43.0,100.0
2025-04-01,Altice,Spectrum,41.33333333333333,100.0
2025-04-01,Spectrum,Windstream,41.0,100.0
2025-04-01,Spectrum,Brightspeed,41.0,100.0
2025-04-01,Spectrum,Altice,41.0,100.0
2025-04-01,T-Mobile FWA,Verizon,39.0,100.0
2025-04-01,Cox Communications,AT&T,36.0,100.0
2025-04-01,Cox Communications,CenturyLink,34.0,100.0
2025-04-01,CenturyLink,Cox Communications,33.0,100.0
2025-04-01,Altice,Comcast,32.666666666666664,100.0
2025-04-01,Google Fiber,Spectrum,32.333333333333336,100.0
2025-04-01,Frontier,Altice,32.0,100.0
2025-04-01,Spectrum,Cincinnati Bell,31.0,100.0
2025-04-01,Verizon,Altice,29.666666666666664,100.0
2025-04-01,T-Mobile FWA,Altice,29.666666666666664,100.0
2025-04-01,Verizon FWA,T-Mobile FWA,28.0,100.0
2025-04-01,Astound Broadband,Comcast,28.0,100.0
2025-04-01,CenturyLink,Spectrum,27.333333333333336,100.0
2025-04-01,Starlink,Spectrum,27.0,100.0
2025-04-01,T-Mobile FWA,Frontier,27.0,100.0
2025-04-01,Cox Communications,T-Mobile FWA,27.0,100.0
2025-04-01,Altice,AT&T,26.0,100.0
2025-04-01,Comcast,Hotwire Fision,26.0,100.0
2025-04-01,Verizon,Cox Communications,25.0,100.0
2025-04-01,T-Mobile FWA,Verizon FWA,24.0,100.0
2025-04-01,T-Mobile FWA,CenturyLink,24.0,100.0
2025-04-01,Altice,Verizon,23.66666666666667,99.99999999999999
2025-04-01,AT&T,Frontier,23.0,100.0
2025-04-01,Consolidated,Spectrum,23.0,100.0
2025-04-01,Spectrum,Google Fiber,23.0,100.0
2025-04-01,Verizon,AT&T,22.0,100.0
2025-04-01,Consolidated,Comcast,22.0,100.0
2025-04-01,Windstream,Comcast,22.0,100.0
2025-04-01,TDS Telecom,Spectrum,21.0,100.0
2025-04-01,Comcast,Astound Broadband,21.0,100.0
2025-04-01,Brightspeed,Comcast,21.0,100.0
2025-04-01,Comcast,Windstream,21.0,100.0
2025-04-01,Comcast,Atlantic Broadband,21.0,100.0
2025-04-01,Spectrum,Starlink,20.0,100.0
2025-04-01,Frontier,AT&T,20.0,100.0
2025-04-01,AT&T,Altice,20.0,100.0
2025-04-01,Verizon FWA,Frontier,19.0,100.0
2025-04-01,Google Fiber,Comcast,19.0,100.0
2025-04-01,Cable One,AT&T,19.0,100.0
2025-04-01,Verizon FWA,Altice,19.0,100.0
2025-04-01,Verizon FWA,CenturyLink,19.0,100.0
2025-04-01,Comcast,Consolidated,18.0,100.0
2025-04-01,Cincinnati Bell,Spectrum,17.0,100.0
2025-04-01,AT&T,Cable One,17.0,100.0
2025-04-01,Altice,Frontier,17.0,100.0
2025-04-01,AT&T,Google Fiber,17.0,100.0
2025-04-01,Comcast,Mediacom,17.0,100.0
2025-04-01,Spectrum,Cable One,16.0,100.0
2025-04-01,AT&T,CenturyLink,16.0,100.0
2025-04-01,Comcast,Brightspeed,16.0,100.0
2025-04-01,AT&T,Verizon FWA,16.0,100.0
2025-04-01,Cable One,Spectrum,16.0,100.0
2025-04-01,Metronet,Spectrum,16.0,100.0
2025-04-01,Comcast,Cable One,16.0,100.0
2025-04-01,WOW!,Comcast,16.0,100.0
2025-04-01,Comcast,Google Fiber,16.0,100.0
2025-04-01,Ziply Fiber,Comcast,15.333333333333334,100.0
2025-04-01,Cable One,Comcast,15.0,100.0
2025-04-01,Spectrum,Hotwire Fision,15.0,100.0
2025-04-01,Comcast,WOW!,15.0,100.0
2025-04-01,AT&T,Astound Broadband,15.0,100.0
2025-04-01,Spectrum,TDS Telecom,14.0,100.0
2025-04-01,Mediacom,Spectrum,14.0,100.0
2025-04-01,Comcast,Starlink,14.0,100.0
2025-04-01,Google Fiber,AT&T,14.0,100.0
2025-04-01,Altice,Verizon FWA,14.0,100.0
2025-04-01,Spectrum,Mediacom,13.0,100.0
2025-04-01,Comcast,Ziply Fiber,13.0,100.0
2025-04-01,Mediacom,Comcast,13.0,100.0
2025-04-01,Verizon FWA,Brightspeed,13.0,100.0
2025-04-01,Armstrong,Spectrum,13.0,100.0
2025-04-01,WOW!,Spectrum,13.0,100.0
2025-04-01,T-Mobile FWA,Astound Broadband,13.0,100.0
2025-04-01,Lumos,Spectrum,13.0,100.0
2025-04-01,T-Mobile FWA,Mediacom,13.0,100.0
2025-04-01,Altice,T-Mobile FWA,13.0,100.0
2025-04-01,Cable One,CenturyLink,13.0,100.0
2025-04-01,Frontier,T-Mobile FWA,12.0,100.0
2025-04-01,Hotwire Fision,Comcast,12.0,100.0
2025-04-01,TDS Telecom,Comcast,12.0,100.0
2025-04-01,Frontier,Cox Communications,12.0,100.0
2025-04-01,Midcontinent,Cox Communications,11.0,100.0
2025-04-01,Verizon FWA,Verizon,11.0,100.0
2025-04-01,Spectrum,Horry,11.0,100.0
2025-04-01,AT&T,Mediacom,11.0,100.0
2025-04-01,Verizon,Frontier,11.0,100.0
2025-04-01,Atlantic Broadband,Spectrum,11.0,100.0
2025-04-01,Cox Communications,Verizon,11.0,100.0
2025-04-01,Verizon,T-Mobile FWA,11.0,100.0
2025-04-01,Starlink,Comcast,11.0,100.0
2025-04-01,T-Mobile FWA,Brightspeed,11.0,100.0
2025-04-01,T-Mobile FWA,Windstream,10.0,100.0
2025-04-01,Verizon,Hotwire Fision,10.0,100.0
2025-04-01,Cox Communications,Verizon FWA,10.0,100.0
2025-04-01,Starlink,CenturyLink,10.0,100.0
2025-04-01,AT&T,Verizon,10.0,100.0
2025-04-01,CenturyLink,T-Mobile FWA,10.0,100.0
2025-04-02,T-Mobile FWA,Comcast,346.3333333333333,99.99999999999999
2025-04-02,Spectrum,Comcast,342.33333333333326,100.00000000000001
2025-04-02,Comcast,Spectrum,315.33333333333337,100.0
2025-04-02,T-Mobile FWA,Spectrum,278.0,100.0
2025-04-02,Spectrum,AT&T,273.3333333333333,100.0
2025-04-02,AT&T,Comcast,259.33333333333337,100.0
2025-04-02,AT&T,Spectrum,254.33333333333334,100.0
2025-04-02,Comcast,AT&T,243.0,100.0
2025-04-02,Verizon FWA,Spectrum,195.33333333333334,100.00000000000001
2025-04-02,Verizon FWA,Comcast,167.66666666666669,100.0
2025-04-02,Frontier,Spectrum,153.66666666666669,100.0
2025-04-02,Comcast,T-Mobile FWA,143.0,100.0
2025-04-02,Spectrum,T-Mobile FWA,136.66666666666669,100.0
2025-04-02,T-Mobile FWA,AT&T,120.0,100.0
2025-04-02,Comcast,Verizon,117.66666666666667,100.0
2025-04-02,Spectrum,Frontier,113.33333333333334,100.0
2025-04-02,Frontier,Comcast,108.33333333333333,100.0
2025-04-02,Verizon,Comcast,103.66666666666664,100.0
2025-04-02,Comcast,CenturyLink,102.33333333333334,100.0
2025-04-02,Comcast,Cox Communications,87.33333333333333,99.99999999999999
2025-04-02,Spectrum,Verizon FWA,84.0,100.0
2025-04-02,Spectrum,Cox Communications,79.66666666666667,100.0
2025-04-02,Verizon FWA,AT&T,77.0,100.0
2025-04-02,CenturyLink,Comcast,75.33333333333334,100.0
2025-04-02,AT&T,Cox Communications,75.0,100.0
2025-04-02,Spectrum,CenturyLink,74.0,100.0
2025-04-02,Comcast,Frontier,69.0,100.0
2025-04-02,T-Mobile FWA,Cox Communications,64.33333333333333,100.0
2025-04-02,Cox Communications,Comcast,63.0,100.0
2025-04-02,Comcast,Verizon FWA,60.0,100.0
2025-04-02,Cox Communications,Spectrum,60.0,100.0
2025-04-02,Verizon,Spectrum,59.666666666666664,100.0
2025-04-02,Windstream,Spectrum,54.0,100.0
2025-04-02,T-Mobile FWA,Altice,53.33333333333333,100.0
2025-04-02,Verizon FWA,Cox Communications,53.0,100.0
2025-04-02,AT&T,T-Mobile FWA,52.0,100.0
2025-04-02,Spectrum,Windstream,52.0,100.0
2025-04-02,Spectrum,Verizon,49.0,100.0
2025-04-02,Spectrum,Altice,49.0,100.0
2025-04-02,Brightspeed,Spectrum,48.0,100.0
2025-04-02,Comcast,Altice,43.0,100.0
2025-04-02,Altice,Comcast,41.33333333333333,100.0
2025-04-02,CenturyLink,Spectrum,41.0,100.0
2025-04-02,Comcast,Hotwire Fision,40.0,100.0
2025-04-02,Spectrum,Brightspeed,39.0,100.0
2025-04-02,Altice,AT&T,39.0,100.0
2025-04-02,T-Mobile FWA,Verizon,39.0,100.0
2025-04-02,Altice,Spectrum,37.666666666666664,100.0
2025-04-02,Comcast,Atlantic Broadband,37.0,100.0
2025-04-02,Cox Communications,AT&T,36.0,100.0
2025-04-02,Verizon FWA,T-Mobile FWA,34.0,100.0
2025-04-02,Windstream,Comcast,34.0,100.0
2025-04-02,AT&T,Altice,34.0,100.0
2025-04-02,T-Mobile FWA,Frontier,32.0,100.0
2025-04-02,T-Mobile FWA,CenturyLink,31.0,100.0
2025-04-02,Cox Communications,T-Mobile FWA,31.0,100.0
2025-04-02,T-Mobile FWA,Verizon FWA,30.0,100.0
2025-04-02,Verizon FWA,Frontier,29.0,100.0
2025-04-02,Google Fiber,Spectrum,29.0,100.0
2025-04-02,Spectrum,Google Fiber,29.0,100.0
2025-04-02,AT&T,Verizon FWA,28.0,100.0
2025-04-02,Cox Communications,CenturyLink,28.0,100.0
2025-04-02,Verizon,Altice,27.0,100.0
2025-04-02,Frontier,AT&T,27.0,100.0
2025-04-02,Metronet,Spectrum,27.0,100.0
2025-04-02,CenturyLink,Cox Communications,27.0,100.0
2025-04-02,Google Fiber,Comcast,26.666666666666668,100.0
2025-04-02,Brightspeed,Comcast,26.0,100.0
2025-04-02,AT&T,Frontier,25.0,100.0
2025-04-02,Altice,T-Mobile FWA,25.0,100.0
2025-04-02,Verizon FWA,Altice,24.0,100.0
2025-04-02,Starlink,Spectrum,23.0,100.0
2025-04-02,Comcast,Astound Broadband,23.0,100.0
2025-04-02,Comcast,Starlink,23.0,100.0
2025-04-02,Frontier,Altice,23.0,100.0
2025-04-02,Verizon FWA,Windstream,22.0,100.0
2025-04-02,Comcast,Consolidated,22.0,100.0
2025-04-02,Astound Broadband,Comcast,22.0,100.0
2025-04-02,Spectrum,Starlink,22.0,100.0
2025-04-02,Verizon,T-Mobile FWA,22.0,100.0
2025-04-02,Consolidated,Spectrum,21.333333333333332,99.99999999999999
2025-04-02,Mediacom,Comcast,21.0,100.0
2025-04-02,Mediacom,Spectrum,21.0,100.0
2025-04-02,Spectrum,Cincinnati Bell,21.0,100.0
2025-04-02,Altice,Verizon,20.666666666666668,100.00000000000001
2025-04-02,Consolidated,Comcast,19.666666666666668,100.0
2025-04-02,TDS Telecom,Spectrum,19.666666666666664,100.0
2025-04-02,Armstrong,Spectrum,19.0,100.0
2025-04-02,Metronet,Comcast,19.0,100.0
2025-04-02,Spectrum,TDS Telecom,19.0,100.0
2025-04-02,TDS Telecom,Comcast,19.0,100.0
2025-04-02,Cable One,Comcast,19.0,100.0
2025-04-02,Frontier,T-Mobile FWA,18.0,100.0
2025-04-02,Verizon FWA,CenturyLink,18.0,100.0
2025-04-02,Astound Broadband,Spectrum,18.0,100.0
2025-04-02,Spectrum,Astound Broadband,18.0,100.0
2025-04-02,Verizon FWA,Verizon,18.0,100.0
2025-04-02,Cincinnati Bell,Spectrum,17.0,100.0
2025-04-02,Verizon,Cox Communications,17.0,100.0
2025-04-02,CenturyLink,T-Mobile FWA,17.0,100.0
2025-04-02,AT&T,CenturyLink,17.0,100.0
2025-04-02,Spectrum,Horry,17.0,100.0
2025-04-02,Verizon FWA,Brightspeed,17.0,100.0
2025-04-02,Cable One,AT&T,17.0,100.0
2025-04-02,Spectrum,Cable One,16.0,100.0
2025-04-02,Altice,Frontier,16.0,100.0
2025-04-02,Cox Communications,Verizon FWA,16.0,100.0
2025-04-02,Verizon FWA,Mediacom,16.0,100.0
2025-04-02,Comcast,WOW!,16.0,100.0
2025-04-02,Spectrum,Metronet,16.0,100.0
2025-04-02,Verizon,AT&T,16.0,100.0
2025-04-02,CenturyLink,AT&T,15.0,100.0
2025-04-02,Lumos,Spectrum,15.0,100.0
2025-04-02,Comcast,TDS Telecom,15.0,100.0
2025-04-02,Comcast,Ziply Fiber,15.0,100.0
2025-04-02,AT&T,Cable One,15.0,100.0
2025-04-02,Spectrum,Consolidated,15.0,100.0
2025-04-02,Frontier,Cox Communications,15.0,100.0
2025-04-02,Ziply Fiber,Comcast,14.666666666666666,100.0
2025-04-02,Midcontinent,Cox Communications,14.0,100.0
2025-04-02,Frontier,Verizon FWA,14.0,100.0
2025-04-02,Spectrum,Hotwire Fision,14.0,100.0
2025-04-02,Cable One,Spectrum,14.0,100.0
2025-04-02,Hotwire Fision,Comcast,14.0,100.0
2025-04-02,Spectrum,Ziply Fiber,14.0,100.0
2025-04-02,Cable One,CenturyLink,14.0,100.0
2025-04-02,Starlink,Comcast,14.0,100.0
2025-04-02,WOW!,Comcast,13.333333333333332,100.0
2025-04-02,Comcast,Windstream,13.0,100.0
2025-04-02,AT&T,Mediacom,13.0,100.0
2025-04-02,WOW!,Spectrum,13.0,100.0
2025-04-02,T-Mobile FWA,Brightspeed,13.0,100.0
2025-04-02,Metronet,AT&T,13.0,100.0
2025-04-02,Brightspeed,Altice,13.0,100.0
2025-04-02,Google Fiber,AT&T,13.0,100.0
2025-04-02,T-Mobile FWA,Mediacom,12.0,100.0
2025-04-02,Allo Communications,Spectrum,12.0,100.0
2025-04-02,Comcast,Service Electric,12.0,100.0
2025-04-02,T-Mobile FWA,Astound Broadband,12.0,100.0
2025-04-02,Verizon FWA,Cable One,12.0,100.0
2025-04-02,Google Fiber,Cox Communications,12.0,100.0
2025-04-02,T-Mobile FWA,Windstream,12.0,100.0
2025-04-02,AT&T,Verizon,12.0,100.0
2025-04-02,Comcast,Cable One,12.0,100.0
2025-04-02,Atlantic Broadband,Spectrum,11.0,100.0
2025-04-02,T-Mobile FWA,WOW!,11.0,100.0
2025-04-02,AT&T,Google Fiber,11.0,100.0
2025-04-02,Starlink,AT&T,11.0,100.0
2025-04-02,T-Mobile FWA,Google Fiber,11.0,100.0
2025-04-02,Spectrum,WOW!,11.0,100.0
2025-04-02,Windstream,Cox Communications,11.0,100.0
2025-04-02,Cox Communications,Verizon,11.0,100.0
2025-04-02,Consolidated,Atlantic Broadband,11.0,100.0
2025-04-02,Comcast,Mediacom,11.0,100.0
2025-04-02,Starlink,Frontier,10.0,100.0
2025-04-02,GoNetspeed,Spectrum,10.0,100.0
2025-04-02,Comcast,Metronet,10.0,100.0
2025-04-02,Comcast,Horry,10.0,100.0
2025-04-02,Mediacom,Cox Communications,10.0,100.0
2025-04-02,Verizon,Frontier,10.0,100.0
2025-04-02,WOW!,AT&T,10.0,100.0
2025-04-02,Ziply Fiber,Spectrum,10.0,100.0
2025-04-02,Spectrum,Armstrong,10.0,100.0
2025-04-03,Spectrum,Comcast,374.3333333333333,99.99999999999999
2025-04-03,Comcast,Spectrum,341.33333333333326,100.00000000000001
2025-04-03,T-Mobile FWA,Comcast,320.33333333333337,100.0
2025-04-03,Spectrum,AT&T,306.00000000000006,100.0
2025-04-03,T-Mobile FWA,Spectrum,279.33333333333326,100.0
2025-04-03,AT&T,Spectrum,277.0,100.0
2025-04-03,AT&T,Comcast,269.6666666666667,100.0
2025-04-03,Comcast,AT&T,240.0,100.0
2025-04-03,Verizon FWA,Comcast,208.66666666666666,100.0
